BGC	UMAP001	UMAP002
BGC0000814	6.17826	1.6884475
BGC0000815	6.0183244	1.9798849
BGC0000816	10.341797	-1.522134
BGC0000817	5.360746	2.0000734
BGC0000818	10.269931	-0.95466304
BGC0000819	10.244227	-0.9403666
BGC0000820	6.1727676	1.7399685
BGC0000821	6.1872554	1.6984618
BGC0000825	6.178439	1.6942503
BGC0000826	6.1512694	1.7112849
BGC0000827	6.176611	1.7132429
BGC0000829	5.6221333	1.9394884
BGC0000830	2.8665664	2.4705036
BGC0000831	3.3728535	1.684316
BGC0000832	0.20243596	1.6500266
BGC0000833	2.3738096	1.5756578
BGC0000834	0.118392	1.6392164
BGC0000836	3.3480115	1.1354655
BGC0000837	3.7631576	1.76665
BGC0000838	11.315907	13.887867
BGC0000839	3.3880062	0.9411554
BGC0000840	3.0856977	2.23809
BGC0000841	3.899846	2.2419157
BGC0000842	2.7656014	1.4281096
BGC0000843	3.6542227	2.6733403
BGC0000844	2.9320986	1.3043039
BGC0000845	2.834644	1.298643
BGC0000846	3.6519725	2.1021092
BGC0000847	3.7469943	2.3077004
BGC0000848	3.4855886	2.9897182
BGC0000849	2.9392345	2.131087
BGC0000850	3.4749286	1.5622952
BGC0000851	2.79522	2.5169852
BGC0000852	3.5460145	1.8281473
BGC0000853	3.86833	1.8623619
BGC0000854	3.3033082	2.3326907
BGC0000855	3.2868593	3.0997713
BGC0000856	3.2670887	2.8492968
BGC0000857	2.654123	1.8521458
BGC0000858	3.0764022	2.7194889
BGC0000859	2.618913	2.5903602
BGC0000860	3.367375	2.8316684
BGC0000861	3.125038	0.8429711
BGC0000862	3.3106868	0.82112795
BGC0000863	3.2554	0.8255157
BGC0000864	3.3427901	0.87519747
BGC0000865	3.2593904	0.83885074
BGC0000866	3.773856	1.6985068
BGC0000867	3.2280726	2.739177
BGC0000868	2.4119039	2.468477
BGC0000869	13.209087	13.124282
BGC0000870	3.1789722	3.1784148
BGC0000871	3.2188587	2.3497183
BGC0000872	2.8515327	1.3653829
BGC0000873	2.7081633	1.195704
BGC0000874	2.6050649	1.9924972
BGC0000875	1.0448782	1.8443758
BGC0000876	9.500079	-1.9504124
BGC0000877	3.9257188	1.9776636
BGC0000878	2.5081854	2.2660272
BGC0000879	4.1141696	1.9873533
BGC0000880	2.2570717	1.5258058
BGC0000881	4.0788565	1.4446374
BGC0000882	3.9903004	2.0055628
BGC0000883	4.26326	1.6330024
BGC0000884	3.7290015	2.0914066
BGC0000885	3.7547898	1.551218
BGC0000886	13.375586	13.71532
BGC0000887	6.152096	1.7782565
BGC0000888	1.525594	2.353804
BGC0000889	3.7707982	2.061011
BGC0000890	3.848556	1.6925917
BGC0000891	3.4629917	2.8176758
BGC0000892	3.5019104	2.7705414
BGC0000893	11.141472	-3.2427251
BGC0000894	3.8995	1.0562909
BGC0000895	3.291161	2.2285955
BGC0000896	3.5316231	1.4865113
BGC0000897	3.9991932	1.8690239
BGC0000898	-0.6901744	1.207691
BGC0000899	0.3722371	1.8567477
BGC0000900	9.515403	-1.9873166
BGC0000901	10.555634	-2.2481613
BGC0000902	11.133619	14.097427
BGC0000903	3.6803472	2.6615922
BGC0000904	4.056977	1.3399079
BGC0000905	3.2896304	2.6681285
BGC0000906	3.2718835	2.9757104
BGC0000907	3.6574957	2.064717
BGC0000908	4.202301	2.7011766
BGC0000909	2.8087733	2.4286814
BGC0000910	2.651991	2.2370272
BGC0000911	3.701628	2.4252012
BGC0000912	3.7152686	1.5834019
BGC0000913	3.079222	2.616142
BGC0000914	3.5278082	1.0266962
BGC0000915	2.5626879	1.4790807
BGC0000916	2.9022336	1.9310459
BGC0000917	3.4791589	2.837791
BGC0000918	2.987029	2.1232767
BGC0000919	3.9582114	1.5998882
BGC0000920	3.2239506	2.680935
BGC0000921	14.080907	11.304942
BGC0000922	3.4343226	1.3963008
BGC0000923	3.600508	1.7743938
BGC0000924	4.572505	2.2828631
BGC0000925	3.3659058	2.7120981
BGC0000926	3.083406	2.1271687
BGC0000927	3.8373892	2.097318
BGC0000929	2.7285771	2.2593126
BGC0000930	8.374454	6.640062
BGC0000932	3.0018716	2.737344
BGC0000933	2.928793	2.4222138
BGC0000934	5.44073	2.0066967
BGC0000935	13.753977	12.796281
BGC0000936	3.281338	2.9589896
BGC0000937	3.866726	1.9226761
BGC0000938	3.775725	1.7905636
BGC0000939	3.616766	1.9397545
BGC0000940	3.9623563	1.487923
BGC0000941	4.0585833	1.4943429
BGC0000942	3.1618247	2.9863644
BGC0000943	2.6500878	2.0277174
BGC0000944	3.2731981	2.4141893
BGC0000945	9.379693	-1.9028056
BGC0000946	3.4016418	3.0671954
BGC0000947	2.3646507	2.5093715
BGC0000948	3.2443173	2.8581944
BGC0000949	11.209706	-3.6718893
BGC0000950	9.598902	-1.9413899
BGC0000951	11.6423	-2.7388425
BGC0000953	-0.07208762	1.4398259
BGC0000954	16.346207	8.994035
BGC0000955	13.259163	-2.4713342
BGC0000956	15.523938	8.822514
BGC0000957	16.2116	6.888631
BGC0000958	17.01015	8.936392
BGC0000959	14.815778	9.91882
BGC0000960	17.228556	8.0560665
BGC0000961	16.94355	9.03164
BGC0000962	16.889118	6.946156
BGC0000963	17.074966	9.638217
BGC0000964	16.718538	9.287469
BGC0000965	16.964521	9.783641
BGC0000966	16.87273	8.880273
BGC0000967	15.638659	8.619953
BGC0000968	14.637933	10.069082
BGC0000969	17.025936	7.88412
BGC0000970	16.170034	8.943603
BGC0000971	14.3176155	11.72178
BGC0000972	16.617033	9.076741
BGC0000973	17.183285	8.306915
BGC0000974	16.99801	7.979321
BGC0000975	16.777199	7.9272695
BGC0000976	14.085538	10.932921
BGC0000977	14.461977	10.382966
BGC0000978	14.915123	9.649742
BGC0000979	15.653908	9.393083
BGC0000980	15.576559	9.249347
BGC0000981	14.840689	9.900981
BGC0000982	17.340097	7.851452
BGC0000983	13.14432	10.65179
BGC0000984	17.267996	7.709543
BGC0000985	17.196882	8.710908
BGC0000986	17.21583	7.157212
BGC0000988	17.22924	8.138271
BGC0000989	16.978508	8.120219
BGC0000990	17.156368	8.257249
BGC0000991	16.998611	8.021134
BGC0000992	13.418794	11.525923
BGC0000993	17.16272	8.068463
BGC0000994	17.131847	8.920396
BGC0000995	16.407755	8.972071
BGC0000996	14.854818	10.341951
BGC0000997	13.654593	-2.6782563
BGC0000998	14.804496	10.511342
BGC0000999	14.711807	10.427225
BGC0001000	15.412156	9.257851
BGC0001001	16.777674	7.936351
BGC0001002	14.891067	10.463565
BGC0001003	17.051102	9.660231
BGC0001004	12.315764	14.6951685
BGC0001005	17.31315	7.2825303
BGC0001006	16.75147	9.027638
BGC0001007	16.835499	8.989856
BGC0001008	16.983747	9.763641
BGC0001010	17.440935	7.6469293
BGC0001011	17.17805	9.011476
BGC0001012	17.123964	9.159539
BGC0001013	16.865728	8.356249
BGC0001014	16.807554	8.602928
BGC0001015	16.416842	6.8168793
BGC0001016	16.52129	6.721758
BGC0001017	16.287067	6.9286766
BGC0001018	12.827186	-2.4360752
BGC0001019	17.42849	7.797324
BGC0001020	10.578787	-2.5399542
BGC0001021	16.237827	6.8894076
BGC0001022	16.571924	9.020966
BGC0001023	17.000462	7.7928653
BGC0001024	17.33459	7.7131186
BGC0001025	17.463346	7.596847
BGC0001026	13.285013	10.553236
BGC0001027	13.8290415	-2.9721687
BGC0001028	16.321106	6.9228263
BGC0001029	16.354437	6.8747087
BGC0001030	15.147803	9.298227
BGC0001031	14.945629	9.969746
BGC0001032	14.673844	10.486799
BGC0001033	16.66754	6.8415055
BGC0001034	14.19574	11.186034
BGC0001035	15.363218	9.268809
BGC0001036	16.753817	7.6460996
BGC0001037	13.40256	10.334345
BGC0001038	14.904276	10.680359
BGC0001039	17.036184	8.083119
BGC0001040	17.089602	9.082466
BGC0001041	14.852969	10.505073
BGC0001042	17.137617	9.345982
BGC0001043	14.644524	10.573044
BGC0001044	10.694644	-1.1793094
BGC0001045	16.803614	8.989514
BGC0001046	17.02244	9.805253
BGC0001047	13.2781725	-2.7362247
BGC0001048	17.122263	9.035339
BGC0001049	14.710469	9.705016
BGC0001050	15.709256	8.107821
BGC0001051	14.252133	11.273611
BGC0001052	17.190481	8.418849
BGC0001053	17.289667	7.243378
BGC0001054	14.887091	10.3777275
BGC0001055	17.124624	7.5307183
BGC0001056	16.87298	8.062403
BGC0001057	14.625622	10.148558
BGC0001058	17.155046	9.315474
BGC0001059	17.168379	8.086975
BGC0001060	12.787541	13.728976
BGC0001061	13.118838	15.10946
BGC0001062	12.1418915	12.564489
BGC0001063	16.76736	8.875933
BGC0001064	12.478916	11.485591
BGC0001065	12.580214	13.356758
BGC0001066	12.858299	14.265725
BGC0001067	12.482788	11.506617
BGC0001068	12.377901	10.620127
BGC0001069	16.756887	9.479781
BGC0001070	16.99282	7.959879
BGC0001071	14.801768	9.728797
BGC0001072	13.540158	14.350864
BGC0001073	16.923326	9.724624
BGC0001074	12.342884	16.060587
BGC0001075	9.517829	12.492062
BGC0001076	2.6258109	1.7371426
BGC0001077	11.186885	13.992808
BGC0001078	9.370449	12.369425
BGC0001079	9.384513	12.406235
BGC0001080	2.9409082	0.96011466
BGC0001082	8.45634	6.0874863
BGC0001083	9.597504	12.495992
BGC0001084	10.039563	-0.7241237
BGC0001085	10.377389	-1.3248295
BGC0001088	13.54079	-2.7069864
BGC0001089	16.702044	9.355429
BGC0001090	17.364668	7.4851832
BGC0001091	14.8116	10.150536
BGC0001093	16.652613	9.147432
BGC0001094	16.677633	9.158885
BGC0001095	12.159355	-2.4522774
BGC0001098	17.414886	7.558713
BGC0001099	17.282953	7.2484345
BGC0001100	17.157234	9.194247
BGC0001101	13.77046	-2.897338
BGC0001102	14.750331	10.760297
BGC0001103	17.300356	7.4583197
BGC0001105	15.641478	8.6236105
BGC0001106	16.580109	6.8495727
BGC0001108	15.667248	8.775121
BGC0001109	16.316328	9.081151
BGC0001110	13.59772	11.677763
BGC0001111	16.772524	9.191111
BGC0001112	14.5819435	10.042998
BGC0001113	16.51081	9.065093
BGC0001114	16.558357	9.144227
BGC0001115	15.8427	8.273779
BGC0001116	17.152613	9.005998
BGC0001117	11.658111	-3.8818808
BGC0001118	13.020187	11.754913
BGC0001119	13.425176	14.674232
BGC0001122	14.362348	10.433345
BGC0001123	10.512163	-1.1087958
BGC0001124	12.220033	11.785373
BGC0001125	16.319324	6.8653455
BGC0001126	6.296277	2.0532675
BGC0001127	13.510147	-2.8470132
BGC0001128	12.353656	-2.5263853
BGC0001130	17.158648	8.172209
BGC0001131	12.526136	-2.3774872
BGC0001132	12.524319	-2.5379508
BGC0001133	12.171977	-2.4798255
BGC0001134	3.4609108	2.721044
BGC0001135	12.369566	-3.6309292
BGC0001136	14.702902	9.732381
BGC0001137	5.8200407	1.9596695
BGC0001138	2.8290813	1.4421988
BGC0001140	8.211084	6.4641943
BGC0001141	13.844874	10.836524
BGC0001142	12.38465	-2.1128302
BGC0001143	10.358771	12.761647
BGC0001144	12.062099	12.360977
BGC0001145	-3.876814	11.096133
BGC0001146	-3.4464736	10.964047
BGC0001147	11.850969	-3.7226388
BGC0001148	11.295415	-2.5349793
BGC0001149	12.788852	-3.1646416
BGC0001150	13.463073	12.202052
BGC0001151	3.6174695	1.959822
BGC0001152	17.1455	7.038018
BGC0001153	13.582914	-2.6917038
BGC0001154	3.0711188	2.3505394
BGC0001155	-2.7533908	10.478595
BGC0001156	8.583874	6.815569
BGC0001157	-2.2818403	9.822662
BGC0001159	14.273059	11.785588
BGC0001160	13.431699	11.521656
BGC0001161	13.724645	12.134129
BGC0001162	13.203306	12.611025
BGC0001163	13.481634	12.420746
BGC0001164	14.7806225	10.221483
BGC0001165	14.116582	11.54456
BGC0001166	10.431645	-1.7449126
BGC0001167	-1.5664002	9.647121
BGC0001168	11.107015	-2.4013672
BGC0001169	11.763949	14.136927
BGC0001170	-2.8817914	11.708785
BGC0001171	-1.5380346	9.568392
BGC0001172	14.2725115	11.578333
BGC0001173	-1.5600677	9.614641
BGC0001174	-1.3463875	8.519909
BGC0001176	-1.9644554	9.873286
BGC0001177	10.689164	15.260923
BGC0001178	11.183863	-3.7586503
BGC0001179	10.645506	15.224547
BGC0001181	9.057186	5.947626
BGC0001182	5.006349	2.1835337
BGC0001183	17.085066	9.936205
BGC0001184	4.3470335	2.698159
BGC0001185	11.76374	-2.9140754
BGC0001186	12.624272	13.165036
BGC0001187	14.91607	10.427549
BGC0001188	-1.5584601	8.979435
BGC0001189	13.610185	-2.754171
BGC0001190	14.154456	12.469525
BGC0001191	2.5987525	1.9479501
BGC0001192	12.702681	-2.7574203
BGC0001193	11.865294	-3.4666526
BGC0001194	13.537032	12.473577
BGC0001195	17.128391	8.854137
BGC0001196	12.59013	-3.6459887
BGC0001197	11.906078	13.7179165
BGC0001198	9.058975	6.2202544
BGC0001199	13.861678	12.712146
BGC0001200	13.493553	12.714197
BGC0001201	8.193621	5.744763
BGC0001202	16.774433	8.612943
BGC0001203	17.176521	9.254027
BGC0001204	13.356584	14.758211
BGC0001205	12.508514	10.92465
BGC0001206	4.0574746	1.6773036
BGC0001207	13.194752	-3.2478411
BGC0001209	-2.3291614	11.532148
BGC0001210	-3.8505294	11.580009
BGC0001211	12.802512	-3.3605676
BGC0001212	17.076992	7.1310563
BGC0001213	12.652284	13.785978
BGC0001214	12.884634	-3.2244847
BGC0001215	16.155985	6.9393945
BGC0001216	17.139261	8.606905
BGC0001217	3.3559613	2.4298067
BGC0001218	14.895037	9.783358
BGC0001219	10.015052	12.856105
BGC0001220	11.061508	-1.4556879
BGC0001221	3.993941	1.2974471
BGC0001222	-1.4986488	9.621889
BGC0001223	5.245033	1.9811134
BGC0001224	6.0555096	1.8339316
BGC0001225	10.168373	-1.5927042
BGC0001226	-3.2153316	11.731061
BGC0001227	8.080073	6.0622454
BGC0001228	12.109617	-3.822882
BGC0001229	-2.4664245	11.600108
BGC0001230	16.161089	6.8757014
BGC0001231	17.190617	8.651379
BGC0001233	12.082574	-2.9923103
BGC0001235	17.077118	8.217284
BGC0001236	13.58958	12.295405
BGC0001237	13.092691	11.521636
BGC0001238	2.9892359	2.7507083
BGC0001239	3.6003509	1.8276929
BGC0001240	11.990483	-1.9747295
BGC0001241	6.35365	1.8444595
BGC0001242	10.758923	13.140426
BGC0001244	12.423836	12.855503
BGC0001245	10.26488	13.044659
BGC0001246	12.332958	12.384959
BGC0001248	9.128769	6.0108
BGC0001249	11.109421	-2.748219
BGC0001250	10.199517	-1.5496566
BGC0001251	10.33934	-1.4793653
BGC0001252	14.271526	11.784099
BGC0001254	13.995007	10.79914
BGC0001255	14.7368355	10.223338
BGC0001257	11.100373	13.161316
BGC0001258	10.669532	13.245437
BGC0001260	8.649438	6.3738894
BGC0001261	10.350876	-1.5045305
BGC0001262	12.555231	10.418751
BGC0001264	13.258178	10.634829
BGC0001266	10.332111	12.55586
BGC0001267	8.104992	6.0099607
BGC0001268	14.732249	10.322309
BGC0001273	13.484365	12.887377
BGC0001275	12.357166	12.409294
BGC0001276	12.926715	12.811123
BGC0001277	8.207666	6.423042
BGC0001278	8.1302805	6.2739987
BGC0001281	10.227242	13.1069975
BGC0001283	13.802641	13.060278
BGC0001284	13.001529	12.004705
BGC0001285	3.1002905	1.7821012
BGC0001286	4.5960126	2.5966961
BGC0001287	13.0497465	13.541259
BGC0001288	13.253152	12.020871
BGC0001289	-3.040703	11.86226
BGC0001290	14.990452	10.236571
BGC0001291	-2.5547676	10.949422
BGC0001292	3.940186	0.8460375
BGC0001293	11.008695	14.464796
BGC0001294	3.9428875	2.0723214
BGC0001295	4.3691044	2.2490373
BGC0001296	12.908485	13.574718
BGC0001297	12.333392	-2.959618
BGC0001298	13.062593	13.478112
BGC0001299	12.667032	12.093475
BGC0001300	13.875532	12.9409685
BGC0001301	12.57263	13.801148
BGC0001302	3.8562698	2.0041044
BGC0001303	13.80166	12.714356
BGC0001304	9.943137	12.660602
BGC0001305	13.276727	10.321716
BGC0001306	-1.3167517	8.524443
BGC0001307	-3.7205718	12.511079
BGC0001310	11.145098	13.8910885
BGC0001311	-3.8869464	11.578448
BGC0001312	12.322127	-2.1217015
BGC0001313	8.178398	6.2659645
BGC0001314	8.868343	6.667001
BGC0001315	6.2536683	2.06035
BGC0001316	3.193747	2.1780407
BGC0001317	9.108392	6.778331
BGC0001318	4.5462203	2.6158493
BGC0001321	8.706234	6.8988237
BGC0001322	8.283574	5.996415
BGC0001323	8.605659	6.798441
BGC0001324	8.204285	6.403563
BGC0001325	6.1684384	1.9707669
BGC0001327	17.299637	8.133844
BGC0001328	16.634777	6.9473615
BGC0001329	17.243872	8.575162
BGC0001330	16.525887	6.758303
BGC0001331	17.133738	7.167975
BGC0001332	17.198603	8.02479
BGC0001333	6.052666	1.9227284
BGC0001334	6.1591716	1.746075
BGC0001335	6.1076145	1.8493384
BGC0001336	6.2070494	1.7493333
BGC0001337	6.0273056	1.9361542
BGC0001338	10.255687	13.108458
BGC0001339	9.8576145	12.571181
BGC0001340	13.193865	11.58389
BGC0001341	9.890864	-2.1716816
BGC0001342	14.172021	11.924922
BGC0001343	12.342779	13.210878
BGC0001344	17.45205	7.5352154
BGC0001345	12.873153	-2.453177
BGC0001346	13.384113	-2.7574937
BGC0001348	12.674247	13.399308
BGC0001349	14.296496	11.708642
BGC0001350	12.630442	13.179722
BGC0001351	11.835304	-3.320188
BGC0001356	-1.5207508	8.934912
BGC0001357	12.400499	11.928484
BGC0001358	15.266975	9.28624
BGC0001360	11.272358	13.017542
BGC0001361	4.2325673	2.753049
BGC0001363	17.193953	7.115419
BGC0001364	-3.0679152	11.309859
BGC0001365	10.9791765	-1.6744363
BGC0001366	11.551159	15.378291
BGC0001367	17.225727	8.599254
BGC0001368	11.720605	-3.3311195
BGC0001369	10.925348	14.443575
BGC0001370	11.932461	-3.5711641
BGC0001371	10.9667425	-1.4078525
BGC0001372	10.010819	-0.657956
BGC0001373	10.161779	12.944635
BGC0001374	3.1056528	1.9967726
BGC0001375	8.556249	6.544232
BGC0001376	10.909617	14.940813
BGC0001377	11.94775	13.240744
BGC0001378	12.776971	13.635613
BGC0001379	11.014504	-2.757175
BGC0001380	0.4994209	2.1526794
BGC0001381	12.376888	14.670279
BGC0001383	12.150331	13.387666
BGC0001384	12.286983	14.852727
BGC0001386	10.248059	13.160361
BGC0001387	2.8656378	2.148375
BGC0001388	-2.3419352	10.370235
BGC0001389	13.041252	-2.5622835
BGC0001390	12.34379	12.424905
BGC0001391	-3.9595673	11.474534
BGC0001392	-2.4224381	11.367808
BGC0001393	12.284528	-2.8713725
BGC0001394	17.337385	7.9954863
BGC0001395	2.3682523	1.3950483
BGC0001396	13.307761	12.137041
BGC0001397	16.886797	9.672168
BGC0001398	-3.374745	11.979532
BGC0001399	12.9006815	-2.2895174
BGC0001400	13.247543	10.89957
BGC0001402	10.435723	-1.4662216
BGC0001403	12.556582	12.022954
BGC0001404	11.954696	13.296087
BGC0001405	9.893521	12.805159
BGC0001406	11.398705	-3.3425946
BGC0001407	-2.9230945	11.787139
BGC0001408	3.2426717	3.027939
BGC0001409	12.825998	14.86022
BGC0001410	-0.6584035	1.5402778
BGC0001411	0.41448715	1.8410225
BGC0001412	-0.06935375	2.0214207
BGC0001413	13.702262	-2.8968444
BGC0001414	11.551467	-3.7838469
BGC0001415	12.93532	-3.1268554
BGC0001416	13.251041	-2.4927225
BGC0001417	17.393534	7.3956604
BGC0001418	17.26545	7.434101
BGC0001419	17.463438	7.5646114
BGC0001420	17.309431	7.5734468
BGC0001421	17.262247	7.274771
BGC0001422	17.16492	7.6448426
BGC0001423	17.235481	7.522536
BGC0001424	17.332304	7.406227
BGC0001425	17.340689	7.7861567
BGC0001426	17.204676	7.755129
BGC0001427	17.2572	7.694426
BGC0001428	17.224335	7.6061177
BGC0001429	16.819197	7.584264
BGC0001430	17.304953	7.6626997
BGC0001431	16.920483	7.8756003
BGC0001432	16.973446	8.205252
BGC0001433	13.517483	13.5343275
BGC0001434	13.5047655	-2.6905308
BGC0001435	14.778563	10.256333
BGC0001436	12.579722	10.7153635
BGC0001437	12.336334	-2.2637885
BGC0001438	12.332494	15.863546
BGC0001439	12.539796	15.9752035
BGC0001440	3.1309958	1.9750401
BGC0001441	3.9631016	1.3519734
BGC0001442	13.180109	-3.1651378
BGC0001443	16.894772	9.690765
BGC0001444	3.6965466	1.6787603
BGC0001445	14.860497	10.165635
BGC0001446	10.912071	13.1356
BGC0001447	13.25952	13.580142
BGC0001448	11.86662	-3.698509
BGC0001449	15.094414	9.383408
BGC0001451	12.60198	-2.4404914
BGC0001452	12.427259	15.712114
BGC0001453	3.993741	2.0803602
BGC0001454	3.3299117	0.9023568
BGC0001455	16.94701	8.249423
BGC0001456	8.535335	6.398376
BGC0001457	16.516802	6.7710714
BGC0001458	3.5492532	1.2412933
BGC0001459	10.689332	-3.7665708
BGC0001460	10.695326	-3.7738786
BGC0001461	10.70039	-3.7704382
BGC0001462	10.65862	-3.7929459
BGC0001463	3.341541	2.2272537
BGC0001464	3.2389164	2.2058332
BGC0001465	3.1281898	2.2957935
BGC0001467	17.025665	7.1488667
BGC0001468	3.156298	2.2840252
BGC0001469	12.00999	-2.8492258
BGC0001470	12.451258	13.245025
BGC0001471	-3.995044	11.073083
BGC0001472	-3.5389109	11.441307
BGC0001473	-3.9411848	11.042528
BGC0001474	-3.7617142	10.988639
BGC0001475	8.625951	6.8124795
BGC0001476	4.25974	1.733527
BGC0001477	16.481115	6.8705497
BGC0001478	3.9331787	1.0564758
BGC0001479	12.210649	-2.127885
BGC0001480	2.967389	2.4030685
BGC0001481	8.924919	6.20034
BGC0001483	3.9623787	2.091182
BGC0001484	3.747798	1.6151556
BGC0001485	6.0617886	1.8877743
BGC0001486	-2.1087825	9.716526
BGC0001487	4.0765057	1.3695047
BGC0001488	3.29175	2.468219
BGC0001489	10.985946	14.342682
BGC0001490	4.549132	2.5508857
BGC0001491	13.248386	12.667044
BGC0001492	12.33159	14.794828
BGC0001493	-3.7128446	12.499778
BGC0001494	-2.3405738	11.255291
BGC0001495	13.3224325	12.104428
BGC0001496	-2.3955822	11.516581
BGC0001498	4.31586	1.8061986
BGC0001499	2.8428738	2.1026447
BGC0001500	10.665752	15.27229
BGC0001501	6.24672	2.0399132
BGC0001502	12.481521	-2.436146
BGC0001503	13.401263	14.84843
BGC0001504	12.411347	12.901537
BGC0001505	-2.1611283	9.771133
BGC0001506	-3.419831	12.120851
BGC0001507	-3.7504773	12.488823
BGC0001508	9.609815	12.674149
BGC0001509	13.240798	-2.9277096
BGC0001510	3.6351254	1.1953076
BGC0001511	13.465909	14.753973
BGC0001512	12.797586	14.9162245
BGC0001513	11.670715	15.331189
BGC0001514	2.7492654	1.6906613
BGC0001515	10.270061	-1.0042905
BGC0001516	9.746092	-1.9519397
BGC0001517	10.39991	-1.6385179
BGC0001518	9.886506	-0.65148264
BGC0001519	16.479622	8.1893635
BGC0001520	12.292768	13.58063
BGC0001521	9.745951	-2.039577
BGC0001522	12.458682	15.642132
BGC0001523	12.509566	13.94383
BGC0001524	16.536108	7.349407
BGC0001525	2.6909218	2.0354235
BGC0001526	2.6608257	2.179116
BGC0001527	10.291921	-1.4753362
BGC0001528	8.143004	6.374359
BGC0001529	5.4124794	1.9858737
BGC0001531	3.3116002	2.2323773
BGC0001532	11.915409	-2.5100377
BGC0001533	12.42956	13.906373
BGC0001534	2.550846	2.2037349
BGC0001535	3.9626305	2.8293478
BGC0001536	11.968945	-2.410013
BGC0001537	12.365895	13.9935875
BGC0001539	-3.5505962	12.354931
BGC0001540	4.5644345	2.6343582
BGC0001541	10.852494	13.138581
BGC0001542	12.330734	13.12223
BGC0001543	14.646944	11.103899
BGC0001544	13.487326	11.455888
BGC0001545	11.068526	-1.7639321
BGC0001547	8.230341	5.721457
BGC0001548	-3.5301173	12.048774
BGC0001549	-3.5699813	12.402269
BGC0001550	-3.248737	11.882421
BGC0001551	-3.463949	12.036153
BGC0001552	-1.6693368	9.668544
BGC0001553	14.351372	11.683055
BGC0001554	2.8118248	2.3549573
BGC0001555	-1.4033444	8.704291
BGC0001556	14.428639	10.696262
BGC0001558	12.1156025	16.00587
BGC0001559	-1.1896669	8.31057
BGC0001560	11.949241	-2.7541032
BGC0001561	12.671508	-3.4879966
BGC0001562	12.64512	-3.4513566
BGC0001563	14.906717	9.978762
BGC0001564	15.641445	9.374936
BGC0001565	15.133332	9.16826
BGC0001566	13.866977	11.560087
BGC0001567	12.283452	-3.5421169
BGC0001568	12.130026	15.99068
BGC0001569	12.3686695	-3.2411957
BGC0001570	12.637864	-2.7298207
BGC0001571	8.300631	5.8340683
BGC0001572	3.7662678	2.4194648
BGC0001573	9.869918	-0.6495838
BGC0001574	12.418216	-3.0701418
BGC0001575	11.022967	-2.458336
BGC0001576	-1.6623399	9.646062
BGC0001577	-2.166218	9.739139
BGC0001578	10.422425	12.656273
BGC0001579	-1.6604084	9.412197
BGC0001580	12.757431	13.547012
BGC0001582	10.967495	-2.8322208
BGC0001583	11.720301	13.09552
BGC0001584	17.024227	9.8430605
BGC0001585	6.2522616	1.8626493
BGC0001586	0.29813826	1.8197453
BGC0001587	3.4460151	1.3511958
BGC0001588	0.13285033	2.0297894
BGC0001589	0.7331385	1.8120868
BGC0001590	11.0020075	14.979508
BGC0001591	3.4545982	3.0032969
BGC0001592	4.046025	1.7448744
BGC0001593	11.938003	-2.5463364
BGC0001594	6.19023	1.9094852
BGC0001595	6.2596645	2.0209498
BGC0001596	11.545434	15.413834
BGC0001597	13.430223	14.474582
BGC0001598	13.627866	13.0132675
BGC0001599	11.54209	-2.7287784
BGC0001600	12.466414	10.58761
BGC0001601	-2.4734466	10.931155
BGC0001602	-1.9264389	9.537915
BGC0001603	-0.6389161	1.306189
BGC0001604	8.813738	6.8128185
BGC0001605	9.0419445	6.5086403
BGC0001606	12.259316	13.3968115
BGC0001607	3.7957835	1.5177222
BGC0001608	13.675672	-2.871902
BGC0001609	10.538115	-1.2927175
BGC0001610	3.8055453	1.5247793
BGC0001611	16.90004	9.686809
BGC0001612	6.2710466	2.0230992
BGC0001614	12.256507	-2.3519437
BGC0001615	12.061688	-2.6316798
BGC0001616	9.372811	-1.8579354
BGC0001617	9.37708	12.419503
BGC0001618	-3.6220343	12.152293
BGC0001619	12.387076	14.561187
BGC0001620	16.47618	6.9115825
BGC0001621	10.4537945	-1.738802
BGC0001622	10.153601	13.091707
BGC0001623	14.021441	-2.915253
BGC0001624	3.759044	1.311756
BGC0001625	11.9666605	12.480662
BGC0001626	11.767686	13.131544
BGC0001627	10.587497	-2.3820562
BGC0001628	12.09475	-3.4357905
BGC0001629	13.1332855	-3.2329223
BGC0001630	13.653243	-3.2046711
BGC0001631	12.126051	-2.2140584
BGC0001632	-2.3571386	11.275589
BGC0001633	2.648188	1.8769846
BGC0001634	-3.4258823	12.048557
BGC0001635	14.020685	-2.9481797
BGC0001636	11.760917	-2.0120778
BGC0001637	11.434681	-2.8669727
BGC0001638	-1.4085644	8.939784
BGC0001639	-1.6761385	9.770768
BGC0001640	-3.9904816	11.087491
BGC0001641	11.662347	-2.3006573
BGC0001642	9.118244	6.057855
BGC0001644	11.705306	13.929669
BGC0001645	-3.6927586	12.47747
BGC0001646	16.945501	7.9524035
BGC0001647	14.399955	10.880446
BGC0001648	13.499996	13.60956
BGC0001649	13.274331	13.8243
BGC0001650	13.655017	-2.7996595
BGC0001651	3.177274	1.531128
BGC0001652	12.557802	-2.530844
BGC0001653	12.548882	13.350548
BGC0001654	-0.4204802	1.5214425
BGC0001655	-2.4193437	10.874652
BGC0001656	12.945393	13.167102
BGC0001657	13.431672	-3.4205189
BGC0001658	13.409742	13.622419
BGC0001659	8.081602	5.8766785
