definition	BGC	k	positive_neighbors	precision_at_k
pure_saccharide	BGC0000742	5	5	1.0
pure_saccharide	BGC0000743	5	5	1.0
pure_saccharide	BGC0000744	5	5	1.0
pure_saccharide	BGC0000745	5	5	1.0
pure_saccharide	BGC0000746	5	5	1.0
pure_saccharide	BGC0000747	5	5	1.0
pure_saccharide	BGC0000748	5	5	1.0
pure_saccharide	BGC0000749	5	4	0.8
pure_saccharide	BGC0000751	5	5	1.0
pure_saccharide	BGC0000752	5	5	1.0
pure_saccharide	BGC0000753	5	5	1.0
pure_saccharide	BGC0000754	5	5	1.0
pure_saccharide	BGC0000755	5	5	1.0
pure_saccharide	BGC0000756	5	5	1.0
pure_saccharide	BGC0000757	5	5	1.0
pure_saccharide	BGC0000758	5	5	1.0
pure_saccharide	BGC0000759	5	5	1.0
pure_saccharide	BGC0000760	5	5	1.0
pure_saccharide	BGC0000761	5	5	1.0
pure_saccharide	BGC0000762	5	5	1.0
pure_saccharide	BGC0000763	5	5	1.0
pure_saccharide	BGC0000764	5	5	1.0
pure_saccharide	BGC0000765	5	5	1.0
pure_saccharide	BGC0000766	5	5	1.0
pure_saccharide	BGC0000767	5	5	1.0
pure_saccharide	BGC0000768	5	5	1.0
pure_saccharide	BGC0000769	5	5	1.0
pure_saccharide	BGC0000770	5	5	1.0
pure_saccharide	BGC0000772	5	5	1.0
pure_saccharide	BGC0000773	5	5	1.0
pure_saccharide	BGC0000774	5	4	0.8
pure_saccharide	BGC0000775	5	5	1.0
pure_saccharide	BGC0000776	5	5	1.0
pure_saccharide	BGC0000777	5	5	1.0
pure_saccharide	BGC0000778	5	4	0.8
pure_saccharide	BGC0000779	5	5	1.0
pure_saccharide	BGC0000780	5	5	1.0
pure_saccharide	BGC0000781	5	4	0.8
pure_saccharide	BGC0000782	5	5	1.0
pure_saccharide	BGC0000783	5	5	1.0
pure_saccharide	BGC0000784	5	5	1.0
pure_saccharide	BGC0000785	5	5	1.0
pure_saccharide	BGC0000786	5	5	1.0
pure_saccharide	BGC0000787	5	5	1.0
pure_saccharide	BGC0000788	5	5	1.0
pure_saccharide	BGC0000789	5	5	1.0
pure_saccharide	BGC0000790	5	5	1.0
pure_saccharide	BGC0000791	5	5	1.0
pure_saccharide	BGC0000792	5	5	1.0
pure_saccharide	BGC0000793	5	5	1.0
pure_saccharide	BGC0000794	5	5	1.0
pure_saccharide	BGC0000795	5	5	1.0
pure_saccharide	BGC0000796	5	5	1.0
pure_saccharide	BGC0000797	5	5	1.0
pure_saccharide	BGC0000798	5	1	0.2
pure_saccharide	BGC0000799	5	5	1.0
pure_saccharide	BGC0000800	5	5	1.0
pure_saccharide	BGC0000801	5	2	0.4
pure_saccharide	BGC0000802	5	0	0.0
pure_saccharide	BGC0000803	5	5	1.0
pure_saccharide	BGC0000804	5	5	1.0
pure_saccharide	BGC0000806	5	5	1.0
pure_saccharide	BGC0000807	5	5	1.0
pure_saccharide	BGC0000898	5	5	1.0
pure_saccharide	BGC0000899	5	5	1.0
pure_saccharide	BGC0000953	5	4	0.8
pure_saccharide	BGC0001380	5	5	1.0
pure_saccharide	BGC0001410	5	5	1.0
pure_saccharide	BGC0001411	5	5	1.0
pure_saccharide	BGC0001412	5	5	1.0
pure_saccharide	BGC0001586	5	5	1.0
pure_saccharide	BGC0001588	5	5	1.0
pure_saccharide	BGC0001589	5	4	0.8
pure_saccharide	BGC0001603	5	5	1.0
pure_saccharide	BGC0001654	5	5	1.0
pure_saccharide	BGC0001765	5	5	1.0
pure_saccharide	BGC0001894	5	5	1.0
pure_saccharide	BGC0001947	5	5	1.0
pure_saccharide	BGC0002085	5	1	0.2
pure_saccharide	BGC0002302	5	5	1.0
pure_saccharide	BGC0002405	5	0	0.0
pure_saccharide	BGC0002462	5	4	0.8
pure_saccharide	BGC0002721	5	1	0.2
pure_saccharide	BGC0000026	10	1	0.1
pure_saccharide	BGC0000689	10	10	1.0
pure_saccharide	BGC0000690	10	9	0.9
pure_saccharide	BGC0000691	10	10	1.0
pure_saccharide	BGC0000692	10	10	1.0
pure_saccharide	BGC0000693	10	10	1.0
pure_saccharide	BGC0000694	10	10	1.0
pure_saccharide	BGC0000695	10	8	0.8
pure_saccharide	BGC0000696	10	10	1.0
pure_saccharide	BGC0000698	10	5	0.5
pure_saccharide	BGC0000699	10	10	1.0
pure_saccharide	BGC0000700	10	9	0.9
pure_saccharide	BGC0000701	10	10	1.0
pure_saccharide	BGC0000702	10	10	1.0
pure_saccharide	BGC0000703	10	10	1.0
pure_saccharide	BGC0000704	10	10	1.0
pure_saccharide	BGC0000705	10	10	1.0
pure_saccharide	BGC0000706	10	10	1.0
pure_saccharide	BGC0000707	10	10	1.0
pure_saccharide	BGC0000708	10	10	1.0
pure_saccharide	BGC0000709	10	10	1.0
pure_saccharide	BGC0000711	10	10	1.0
pure_saccharide	BGC0000712	10	4	0.4
pure_saccharide	BGC0000713	10	10	1.0
pure_saccharide	BGC0000714	10	10	1.0
pure_saccharide	BGC0000715	10	9	0.9
pure_saccharide	BGC0000716	10	10	1.0
pure_saccharide	BGC0000719	10	10	1.0
pure_saccharide	BGC0000720	10	10	1.0
pure_saccharide	BGC0000721	10	10	1.0
pure_saccharide	BGC0000724	10	10	1.0
pure_saccharide	BGC0000725	10	10	1.0
pure_saccharide	BGC0000727	10	10	1.0
pure_saccharide	BGC0000728	10	10	1.0
pure_saccharide	BGC0000729	10	10	1.0
pure_saccharide	BGC0000730	10	10	1.0
pure_saccharide	BGC0000731	10	10	1.0
pure_saccharide	BGC0000732	10	10	1.0
pure_saccharide	BGC0000733	10	10	1.0
pure_saccharide	BGC0000734	10	10	1.0
pure_saccharide	BGC0000735	10	10	1.0
pure_saccharide	BGC0000736	10	10	1.0
pure_saccharide	BGC0000737	10	10	1.0
pure_saccharide	BGC0000738	10	10	1.0
pure_saccharide	BGC0000739	10	10	1.0
pure_saccharide	BGC0000740	10	10	1.0
pure_saccharide	BGC0000741	10	10	1.0
pure_saccharide	BGC0000742	10	10	1.0
pure_saccharide	BGC0000743	10	10	1.0
pure_saccharide	BGC0000744	10	10	1.0
pure_saccharide	BGC0000745	10	10	1.0
pure_saccharide	BGC0000746	10	10	1.0
pure_saccharide	BGC0000747	10	10	1.0
pure_saccharide	BGC0000748	10	10	1.0
pure_saccharide	BGC0000749	10	7	0.7
pure_saccharide	BGC0000751	10	10	1.0
pure_saccharide	BGC0000752	10	10	1.0
pure_saccharide	BGC0000753	10	10	1.0
pure_saccharide	BGC0000754	10	10	1.0
pure_saccharide	BGC0000755	10	10	1.0
pure_saccharide	BGC0000756	10	10	1.0
pure_saccharide	BGC0000757	10	10	1.0
pure_saccharide	BGC0000758	10	10	1.0
pure_saccharide	BGC0000759	10	10	1.0
pure_saccharide	BGC0000760	10	10	1.0
pure_saccharide	BGC0000761	10	10	1.0
pure_saccharide	BGC0000762	10	10	1.0
pure_saccharide	BGC0000763	10	10	1.0
pure_saccharide	BGC0000764	10	10	1.0
pure_saccharide	BGC0000765	10	10	1.0
pure_saccharide	BGC0000766	10	10	1.0
pure_saccharide	BGC0000767	10	10	1.0
pure_saccharide	BGC0000768	10	10	1.0
pure_saccharide	BGC0000769	10	10	1.0
pure_saccharide	BGC0000770	10	10	1.0
pure_saccharide	BGC0000772	10	10	1.0
pure_saccharide	BGC0000773	10	10	1.0
pure_saccharide	BGC0000774	10	8	0.8
pure_saccharide	BGC0000775	10	10	1.0
pure_saccharide	BGC0000776	10	10	1.0
pure_saccharide	BGC0000777	10	10	1.0
pure_saccharide	BGC0000778	10	7	0.7
pure_saccharide	BGC0000779	10	10	1.0
pure_saccharide	BGC0000780	10	10	1.0
pure_saccharide	BGC0000781	10	8	0.8
pure_saccharide	BGC0000782	10	10	1.0
pure_saccharide	BGC0000783	10	10	1.0
pure_saccharide	BGC0000784	10	10	1.0
pure_saccharide	BGC0000785	10	10	1.0
pure_saccharide	BGC0000786	10	10	1.0
pure_saccharide	BGC0000787	10	10	1.0
pure_saccharide	BGC0000788	10	10	1.0
pure_saccharide	BGC0000789	10	10	1.0
pure_saccharide	BGC0000790	10	10	1.0
pure_saccharide	BGC0000791	10	10	1.0
pure_saccharide	BGC0000792	10	10	1.0
pure_saccharide	BGC0000793	10	10	1.0
pure_saccharide	BGC0000794	10	10	1.0
pure_saccharide	BGC0000795	10	10	1.0
pure_saccharide	BGC0000796	10	10	1.0
pure_saccharide	BGC0000797	10	10	1.0
pure_saccharide	BGC0000798	10	1	0.1
pure_saccharide	BGC0000799	10	10	1.0
pure_saccharide	BGC0000800	10	10	1.0
pure_saccharide	BGC0000801	10	7	0.7
pure_saccharide	BGC0000802	10	1	0.1
pure_saccharide	BGC0000803	10	10	1.0
pure_saccharide	BGC0000804	10	9	0.9
pure_saccharide	BGC0000806	10	10	1.0
pure_saccharide	BGC0000807	10	10	1.0
pure_saccharide	BGC0000898	10	10	1.0
pure_saccharide	BGC0000899	10	10	1.0
pure_saccharide	BGC0000953	10	8	0.8
pure_saccharide	BGC0001380	10	10	1.0
pure_saccharide	BGC0001410	10	10	1.0
pure_saccharide	BGC0001411	10	10	1.0
pure_saccharide	BGC0001412	10	10	1.0
pure_saccharide	BGC0001586	10	10	1.0
pure_saccharide	BGC0001588	10	10	1.0
pure_saccharide	BGC0001589	10	7	0.7
pure_saccharide	BGC0001603	10	10	1.0
pure_saccharide	BGC0001654	10	10	1.0
pure_saccharide	BGC0001765	10	10	1.0
pure_saccharide	BGC0001894	10	10	1.0
pure_saccharide	BGC0001947	10	10	1.0
pure_saccharide	BGC0002085	10	1	0.1
pure_saccharide	BGC0002302	10	10	1.0
pure_saccharide	BGC0002405	10	0	0.0
pure_saccharide	BGC0002462	10	9	0.9
pure_saccharide	BGC0002721	10	1	0.1
pure_saccharide	BGC0000026	20	1	0.05
pure_saccharide	BGC0000689	20	20	1.0
pure_saccharide	BGC0000690	20	14	0.7
pure_saccharide	BGC0000691	20	20	1.0
pure_saccharide	BGC0000692	20	20	1.0
pure_saccharide	BGC0000693	20	20	1.0
pure_saccharide	BGC0000694	20	19	0.95
pure_saccharide	BGC0000695	20	16	0.8
pure_saccharide	BGC0000696	20	20	1.0
pure_saccharide	BGC0000698	20	9	0.45
pure_saccharide	BGC0000699	20	20	1.0
pure_saccharide	BGC0000700	20	19	0.95
pure_saccharide	BGC0000701	20	17	0.85
pure_saccharide	BGC0000702	20	20	1.0
pure_saccharide	BGC0000703	20	20	1.0
pure_saccharide	BGC0000704	20	20	1.0
pure_saccharide	BGC0000705	20	20	1.0
pure_saccharide	BGC0000706	20	20	1.0
pure_saccharide	BGC0000707	20	19	0.95
pure_saccharide	BGC0000708	20	20	1.0
pure_saccharide	BGC0000709	20	20	1.0
pure_saccharide	BGC0000711	20	20	1.0
pure_saccharide	BGC0000712	20	10	0.5
pure_saccharide	BGC0000713	20	20	1.0
pure_saccharide	BGC0000714	20	20	1.0
pure_saccharide	BGC0000715	20	18	0.9
pure_saccharide	BGC0000716	20	20	1.0
pure_saccharide	BGC0000719	20	20	1.0
pure_saccharide	BGC0000720	20	20	1.0
pure_saccharide	BGC0000721	20	20	1.0
pure_saccharide	BGC0000724	20	20	1.0
pure_saccharide	BGC0000725	20	20	1.0
pure_saccharide	BGC0000727	20	18	0.9
pure_saccharide	BGC0000728	20	20	1.0
pure_saccharide	BGC0000729	20	20	1.0
pure_saccharide	BGC0000730	20	20	1.0
pure_saccharide	BGC0000731	20	20	1.0
pure_saccharide	BGC0000732	20	20	1.0
pure_saccharide	BGC0000733	20	20	1.0
pure_saccharide	BGC0000734	20	20	1.0
pure_saccharide	BGC0000735	20	20	1.0
pure_saccharide	BGC0000736	20	20	1.0
pure_saccharide	BGC0000737	20	20	1.0
pure_saccharide	BGC0000738	20	20	1.0
pure_saccharide	BGC0000739	20	20	1.0
pure_saccharide	BGC0000740	20	20	1.0
pure_saccharide	BGC0000741	20	20	1.0
pure_saccharide	BGC0000742	20	20	1.0
pure_saccharide	BGC0000743	20	20	1.0
pure_saccharide	BGC0000744	20	20	1.0
pure_saccharide	BGC0000745	20	20	1.0
pure_saccharide	BGC0000746	20	20	1.0
pure_saccharide	BGC0000747	20	20	1.0
pure_saccharide	BGC0000748	20	20	1.0
pure_saccharide	BGC0000749	20	12	0.6
pure_saccharide	BGC0000751	20	20	1.0
pure_saccharide	BGC0000752	20	20	1.0
pure_saccharide	BGC0000753	20	20	1.0
pure_saccharide	BGC0000754	20	20	1.0
pure_saccharide	BGC0000755	20	20	1.0
pure_saccharide	BGC0000756	20	20	1.0
pure_saccharide	BGC0000757	20	20	1.0
pure_saccharide	BGC0000758	20	20	1.0
pure_saccharide	BGC0000759	20	20	1.0
pure_saccharide	BGC0000760	20	20	1.0
pure_saccharide	BGC0000761	20	20	1.0
pure_saccharide	BGC0000762	20	20	1.0
pure_saccharide	BGC0000763	20	20	1.0
pure_saccharide	BGC0000764	20	20	1.0
pure_saccharide	BGC0000765	20	20	1.0
pure_saccharide	BGC0000766	20	20	1.0
pure_saccharide	BGC0000767	20	20	1.0
pure_saccharide	BGC0000768	20	20	1.0
pure_saccharide	BGC0000769	20	20	1.0
pure_saccharide	BGC0000770	20	20	1.0
pure_saccharide	BGC0000772	20	20	1.0
pure_saccharide	BGC0000773	20	20	1.0
pure_saccharide	BGC0000774	20	14	0.7
pure_saccharide	BGC0000775	20	20	1.0
pure_saccharide	BGC0000776	20	20	1.0
pure_saccharide	BGC0000777	20	20	1.0
pure_saccharide	BGC0000778	20	13	0.65
pure_saccharide	BGC0000779	20	20	1.0
pure_saccharide	BGC0000780	20	20	1.0
pure_saccharide	BGC0000781	20	17	0.85
pure_saccharide	BGC0000782	20	20	1.0
pure_saccharide	BGC0000783	20	20	1.0
pure_saccharide	BGC0000784	20	20	1.0
pure_saccharide	BGC0000785	20	20	1.0
pure_saccharide	BGC0000786	20	20	1.0
pure_saccharide	BGC0000787	20	20	1.0
pure_saccharide	BGC0000788	20	20	1.0
pure_saccharide	BGC0000789	20	20	1.0
pure_saccharide	BGC0000790	20	20	1.0
pure_saccharide	BGC0000791	20	20	1.0
pure_saccharide	BGC0000792	20	19	0.95
pure_saccharide	BGC0000793	20	20	1.0
pure_saccharide	BGC0000794	20	20	1.0
pure_saccharide	BGC0000795	20	20	1.0
pure_saccharide	BGC0000796	20	20	1.0
pure_saccharide	BGC0000797	20	20	1.0
pure_saccharide	BGC0000798	20	1	0.05
pure_saccharide	BGC0000799	20	20	1.0
pure_saccharide	BGC0000800	20	20	1.0
pure_saccharide	BGC0000801	20	17	0.85
pure_saccharide	BGC0000802	20	3	0.15
pure_saccharide	BGC0000803	20	20	1.0
pure_saccharide	BGC0000804	20	17	0.85
pure_saccharide	BGC0000806	20	20	1.0
pure_saccharide	BGC0000807	20	20	1.0
pure_saccharide	BGC0000898	20	20	1.0
pure_saccharide	BGC0000899	20	20	1.0
pure_saccharide	BGC0000953	20	17	0.85
pure_saccharide	BGC0001380	20	20	1.0
pure_saccharide	BGC0001410	20	20	1.0
pure_saccharide	BGC0001411	20	20	1.0
pure_saccharide	BGC0001412	20	20	1.0
pure_saccharide	BGC0001586	20	20	1.0
pure_saccharide	BGC0001588	20	20	1.0
pure_saccharide	BGC0001589	20	15	0.75
pure_saccharide	BGC0001603	20	20	1.0
pure_saccharide	BGC0001654	20	20	1.0
pure_saccharide	BGC0001765	20	20	1.0
pure_saccharide	BGC0001894	20	20	1.0
pure_saccharide	BGC0001947	20	20	1.0
pure_saccharide	BGC0002085	20	2	0.1
pure_saccharide	BGC0002302	20	20	1.0
pure_saccharide	BGC0002405	20	0	0.0
pure_saccharide	BGC0002462	20	19	0.95
pure_saccharide	BGC0002721	20	1	0.05
