base_BGC	label	core_gene_count	noncore_position_count	A_mean_pairwise_cosine	A_median_pairwise_cosine	A_min_pairwise_cosine	A_std_pairwise_cosine	A_mean_centroid_cosine_distance	A_max_centroid_cosine_distance	B_mean_pairwise_cosine	B_median_pairwise_cosine	B_min_pairwise_cosine	B_std_pairwise_cosine	B_mean_centroid_cosine_distance	B_max_centroid_cosine_distance	N_mean_pairwise_cosine	N_median_pairwise_cosine	N_min_pairwise_cosine	N_std_pairwise_cosine	N_mean_centroid_cosine_distance	N_max_centroid_cosine_distance
BGC0000705	Saccharide	36	92	0.87599204087222549	0.89147521391775153	0.6916250385794972	0.090327542755746781	0.051107152943760538	0.11722555470367257	0.80878629785907585	0.83117846414888552	0.600760075410398	0.12516967105001237	0.080488075412340002	0.16615126726650653	0.8909720639410168	0.90439246695815911	0.71111018210599852	0.079826282083198447	0.04472349590803195	0.1018584940855779
BGC0000706	Saccharide	13	115	0.87769019466478382	0.87313830029788975	0.78884236031005239	0.05441209873790176	0.050564322082587411	0.10031249899190164	0.57096110473431472	0.64730905186614218	0.16166053464941524	0.2616682940662447	0.19084215571836019	0.42871320021696424	0.88904400237738668	0.88940031946504283	0.79773656421916339	0.053189813752300655	0.045844158121710187	0.097714575170532503
BGC0000707	Saccharide	9	119	0.86582246550363384	0.91610391771459943	0.66715575308690589	0.10783532722866723	0.055756959856094725	0.17240423905099767	0.75655642628228748	0.77555662392274938	0.49369083888881565	0.13477448085712421	0.10314311914234223	0.17833741437062411	0.86789024818922511	0.91357921485403715	0.66945926762959374	0.10627780232137003	0.054916620594269452	0.16931722297702079
BGC0000708	Saccharide	30	98	0.94601976442807489	0.94447621041949548	0.88536521138827828	0.027249254261251073	0.021944563730029752	0.037770414404043717	0.93105931444315293	0.93271093009582273	0.85491396579712176	0.032323424876592156	0.028108082103553266	0.051243523077795783	0.93001411644406284	0.92551463428303959	0.87506377681166281	0.030194104284123151	0.028585309485418309	0.049131285052345652
BGC0000709	Saccharide	38	90	0.96089971310066569	0.96861888485094294	0.91576563534928912	0.022645676447246639	0.015783406040902403	0.028486519218875572	0.78078888689957671	0.80430257129082672	0.59370150803839994	0.11329801150862455	0.092175359243104688	0.17083269852909777	0.97767110774435118	0.98120058841955271	0.95471007145988274	0.011911838043256786	0.0089817289323820722	0.014329294147054195
BGC0000711	Saccharide	21	107	0.90382816955200052	0.90136908848950958	0.80570188584266345	0.059976363474471377	0.03959817631208469	0.096310317105014809	0.74387980514361163	0.77098809047770045	0.37494367876266593	0.13920058008697073	0.10922476220356418	0.20612480554204415	0.90246474287284284	0.88652192486787551	0.79585492236478095	0.067260730177241809	0.040324899866787625	0.10469613571419034
BGC0000712	Saccharide	40	88	0.79859161341141038	0.77844877430141124	0.66345782907202577	0.091242819636243727	0.085196353775274056	0.1217989405386577	0.7094736944178025	0.77609086881455824	0.42227609806788635	0.17007697803572783	0.12725614836965932	0.22972626997657775	0.8127290633294304	0.7995301876302835	0.73143080084388068	0.075960239616643194	0.078323113569828504	0.095108239954960316
BGC0000713	Saccharide	26	102	0.87916725010108077	0.95990417821631335	0.72431107790630411	0.11798037950479691	0.050720380848961508	0.19105737107257137	0.82482078690855709	0.8260287229009029	0.67550726098151126	0.084636836961070105	0.07527610233916715	0.12099796035368571	0.84601094307040259	0.96854719001770473	0.6310157683661074	0.17059358463828206	0.065201360399842229	0.27063611354111561
BGC0000714	Saccharide	37	91	0.88702883822914758	0.88284228638162143	0.7858387685910686	0.068131940403707264	0.046835254139590443	0.11628972889157962	0.77684918626017785	0.79635975432258832	0.60692092501341377	0.10410692347446736	0.093997157741575979	0.16839432464074189	0.88341794872066526	0.86517659914599609	0.79969231166448307	0.074076285184230178	0.04881569693658494	0.12305782837352586
BGC0000715	Saccharide	17	111	0.91396157729220895	0.93218198334020264	0.80233125331755317	0.058164121236034518	0.035172347689295932	0.08546295770814516	0.91049828923442599	0.90634286209937032	0.83407525696479301	0.054771783669707134	0.036660164446112663	0.088247632724313352	0.91097906218703795	0.92849417488687325	0.79585024980889696	0.058806356325180553	0.036403720005165431	0.085847849932234377
BGC0000716	Saccharide	22	106	0.94497457531904894	0.94816307393203403	0.88285052001502906	0.031941127658033711	0.022321418470493671	0.036867318010626371	0.73121325747067034	0.6705360880829393	0.53469839427594057	0.15386130806224402	0.11530670252028893	0.19479648545461103	0.93805255954228772	0.94879689239586562	0.84758519079060468	0.040854230297089657	0.025132814953123452	0.049153239948591776
BGC0000719	Saccharide	9	119	0.91616218440077568	0.92132704134042787	0.83618898234928762	0.042918320172860701	0.034309267661650635	0.067923435738988069	0.8340550469082878	0.82075399039591646	0.71701587469143502	0.073952757027211241	0.068992030089257583	0.11766187846112353	0.91553945505570977	0.92208394507784019	0.83434598938544158	0.042333087031424167	0.034568699712489659	0.065365111379735996
BGC0000720	Saccharide	10	118	0.90285332780738092	0.9206973590333416	0.77553330485041294	0.063583378510810973	0.040196495939970635	0.074348827483697644	0.79890601298951747	0.82547729099111744	0.57692901165545396	0.1320795562711139	0.087396582682252741	0.12887362832213256	0.90027769040857331	0.9247219595318239	0.75951381735539403	0.064421583224068824	0.041228898894245039	0.071898695087159403
BGC0000721	Saccharide	37	91	0.91307769821985119	0.94228323794031044	0.77436997555854836	0.073014992660047073	0.036085770025992246	0.10904590430425143	0.87022968933895994	0.88788830096033844	0.73895990992007998	0.079508295573158611	0.054539179178123655	0.088052069875613537	0.91184107413678606	0.95029108657562245	0.77139314415601412	0.078622797610893039	0.036572567591865959	0.1212360494466227
BGC0000722	Other Saccharide	27	101	0.901471303613951	0.89956020472944176	0.86401943182661967	0.028913299249807223	0.040346304363624429	0.054631253580723294	0.84560793449079275	0.85659678922567817	0.73288889200630414	0.073801722749158666	0.064754862360586252	0.080035144602689456	0.89316013920722404	0.8939778995314499	0.8453012850168381	0.03703735500797848	0.04375588235308283	0.067849718538910864
BGC0000723	Other Saccharide	22	106	0.92233131323606887	0.92967740506562435	0.84955774038200771	0.046214904026522147	0.031676084286108061	0.072343708855925337	0.90704512845757945	0.91063430439609916	0.82692645089467598	0.056015167713435114	0.038048725480694157	0.075916380642703563	0.90605177377745427	0.91719453429167441	0.81674389570998573	0.051945618581953845	0.038459800886102236	0.081625975583379251
BGC0000724	Saccharide	27	101	0.95052230558681461	0.9500926197111913	0.91630443981785392	0.019336552977959841	0.020022739339557914	0.027882364214537159	0.94191327407078285	0.95095507185612371	0.86316875947300586	0.035786525889015215	0.023595802169550949	0.054913841314501277	0.93862752359802415	0.9423556321016614	0.88157601281736286	0.029968471367504086	0.024884565336527009	0.038455866832395658
BGC0000725	Saccharide	12	116	0.77717561814182479	0.79620559683531544	0.62654025505681632	0.10771574727248977	0.094101034606563633	0.20858250287802982	0.62173519454317028	0.71434778373049024	0.28152468033350508	0.22914315952543959	0.16618262290948482	0.44110959408517203	0.78417925215498019	0.7834137566078494	0.65613586385898648	0.098879219692019668	0.091020473898885984	0.192470438268181
BGC0000727	Saccharide	29	99	0.91762544840233073	0.93559297082959558	0.82343324830483366	0.048204610779837988	0.033621347343147853	0.070489430083007676	0.9601860217859175	0.95470557700363379	0.9198756608076285	0.022112069896002645	0.01605857022332504	0.025894443367422637	0.88941820731605647	0.91701961864779769	0.76817560687884245	0.069424555784185757	0.045524349352313663	0.10319036111989754
BGC0000728	Saccharide	16	112	0.96826594108570829	0.969520579064306	0.94129374950605904	0.019472764701009521	0.012853910029395687	0.027975478222254657	0.90014323682042308	0.90925265130537469	0.77191516626378298	0.066795836801003247	0.041607709762377487	0.0810340730465412	0.96791886484257028	0.96664962707716529	0.94405942940380372	0.019806285179634911	0.013003106312700297	0.029745110238088679
BGC0000729	Saccharide	16	112	0.94310293810762591	0.97415700572395703	0.85282988757049982	0.047973516079691324	0.023143403499999791	0.070913677054575186	0.89801622405720616	0.89732488237069075	0.84421290175016683	0.040981696934303674	0.042059077667145853	0.075882570620555478	0.94074725990581809	0.97381376176479884	0.84469525400803447	0.052328354710564108	0.024138793739754739	0.076177301333685388
BGC0000730	Saccharide	15	113	0.81038364188451018	0.77396060039904446	0.73333199491541745	0.073029308347739644	0.079360905244944296	0.13103005549789903	0.64647932337779834	0.62175685820404114	0.44310370013250705	0.18412286398132879	0.15382462134680705	0.33281562642316986	0.81023245539360766	0.7809293302749718	0.73182095917189605	0.074678887850486375	0.079523013718421826	0.12729739204586554
BGC0000731	Saccharide	15	113	0.85893938877106457	0.88502076090550785	0.66769690293029649	0.099965619578409076	0.058272862472283603	0.11582356762085255	0.77890189745953786	0.89811895062221492	0.46570833574153675	0.19543470481668559	0.092816203927770499	0.26857141587782507	0.86438160746472659	0.89096606201597306	0.68424041416534365	0.09493812937173722	0.056004280173433486	0.10577265312352646
BGC0000732	Saccharide	17	111	0.84527315803920633	0.84418406762673115	0.72577207820247402	0.077440157969807216	0.064681464970564123	0.10814019270634401	0.79087327029360099	0.81162761627502955	0.58283195146161637	0.10224373853548201	0.087717891648005364	0.16306021663695547	0.84651955285099523	0.84507657503871414	0.72610669886744361	0.07570911292230334	0.064202124882990014	0.10458273922359895
BGC0000733	Saccharide	17	111	0.86214590089262444	0.87737205085105519	0.72305176732574095	0.07126813942876245	0.057115421227781481	0.12442849868654637	0.62230624733341122	0.61016417246848409	0.35255881016366442	0.21980534479548303	0.16468053042344794	0.37481513669391775	0.86120275504982191	0.88596309185538424	0.69582881217802794	0.079994111715303684	0.057594713411527554	0.13905246353455003
BGC0000734	Saccharide	10	118	0.90863727568102737	0.91821153611652351	0.83894058011972306	0.036146791670504011	0.037410881726177771	0.06518062028420446	0.71940890422122361	0.71740604993365631	0.54805122272941031	0.12109328308430418	0.12437489469869804	0.17745335709269983	0.91169440898301346	0.92151225859742025	0.83664491942446528	0.035989307277754921	0.036115455435545486	0.061984584221342898
BGC0000735	Saccharide	15	113	0.8036353634100013	0.7999930515453102	0.65084087171987237	0.094459453778719171	0.083070464275335709	0.13885970758260235	0.55849664532081034	0.57614017882881041	0.25606816466103449	0.2426274265280802	0.19832933540402597	0.29892591219590381	0.81235885685215048	0.82956655088251452	0.66603389222865006	0.089513223158071392	0.079323214468946524	0.1335123847097851
BGC0000736	Saccharide	12	116	0.86878549651282422	0.88566211670695005	0.71967085640070483	0.074377855414870186	0.054126600104100461	0.10463893584258588	0.73216747899714485	0.76052124700288182	0.54678302715476312	0.13965912989737342	0.11655492731012487	0.20956323150611489	0.86959606855022076	0.89024548991041086	0.72695616633544891	0.078002345235170897	0.053764397635872728	0.11002157450845884
BGC0000737	Saccharide	6	122	0.78244294023610694	0.85627529777798528	0.45232893894795212	0.17025661508213444	0.092877599069020184	0.29067408943894257	0.67660994666371477	0.69748017922077099	0.42709096593005208	0.1378463160239321	0.13934336693750771	0.24582694009904515	0.77513763872425445	0.85597667999404703	0.42580165815024962	0.1817071203708219	0.096385677407212489	0.3102491843845574
BGC0000738	Saccharide	11	117	0.90516944334761418	0.91404127675988645	0.82433632537469048	0.054187290979784475	0.038785387903124115	0.063180364363857655	0.77155583883640211	0.7550705366836199	0.60861742138771169	0.12487429496578421	0.096348178144671032	0.15228433871407143	0.9037316689638184	0.90853720745580646	0.81518349736452655	0.054095891762107481	0.039352580393538859	0.063998063179955933
BGC0000739	Saccharide	6	122	0.82381784561601135	0.86246544437778572	0.59759310333043503	0.10338294383773676	0.073635685975193127	0.11768927651426209	0.590791491205097	0.59053416493091793	0.21484743052379152	0.24419919230360074	0.18159216500932426	0.26705340080952922	0.82998056324401548	0.86560660311412474	0.61307067601573917	0.098532837677727664	0.070945067607599152	0.11264650183599301
BGC0000740	Saccharide	7	121	0.89732961145051482	0.94893125806814993	0.69871869881380266	0.099904145528573129	0.043136927562703889	0.15524754834347643	0.62233784104961754	0.62551382711219183	0.2539600384163993	0.17990966931895558	0.16649286197474905	0.25507863440232015	0.90294045390675992	0.95438785720946706	0.71391434258982112	0.09586625393336605	0.040760425909532952	0.14889557772812634
BGC0000741	Saccharide	7	121	0.96034811107508866	0.96223097047055717	0.91638743229613351	0.024068540865012721	0.015994710417678259	0.033627188705270927	0.78473613218684779	0.8034554990089755	0.54111565687264318	0.14526019267621051	0.092297574608366184	0.14975987391808432	0.96367745362309731	0.96537492861804775	0.92795620222689734	0.020640452739853647	0.014642231694493324	0.029518759528205596
BGC0000742	Saccharide	5	123	0.9505240809877723	0.94992232939961507	0.90823423321792285	0.019672434001245822	0.020053177793202169	0.029705824357559862	0.80802606554270007	0.82244590273552654	0.568840833720197	0.12074983844304264	0.080082236820993108	0.18073217169066047	0.94924171251756984	0.94922968962020327	0.90956704248474118	0.019836820025459841	0.020591892268965163	0.029816625365878702
BGC0000743	Saccharide	5	123	0.87467112673703207	0.89404309020951167	0.73717809697833159	0.063717477772013129	0.053345076972167949	0.12364986333752848	0.73918003050354131	0.77170159949929873	0.48437181976917076	0.11175201049428511	0.11430023436285126	0.17665946865710347	0.87321278129554936	0.89452463648003666	0.73190399228259784	0.065763016206803984	0.053950815203835399	0.12761945014963683
BGC0000744	Saccharide	7	121	0.97521835708915405	0.97833580583622481	0.95804920818367867	0.011426186495449957	0.0099658547664504445	0.014762159637814465	0.73910753772783155	0.70001868946027834	0.63770501136554703	0.10438058366646068	0.11060776605061044	0.18838736540768342	0.97734657836039429	0.98024229824432219	0.96099113991856489	0.010608367417627385	0.0091059757750582056	0.013456585389708176
BGC0000745	Saccharide	7	121	0.95543981091002439	0.95310665165972375	0.93782667482962856	0.017036228011429514	0.018067237680276162	0.029343137599114111	0.8016800922329923	0.79885337233934961	0.68405170602984566	0.099763827023917256	0.083013318161664712	0.18645033594832305	0.95611845614490532	0.95416348436059817	0.93563292492678207	0.017298700009801025	0.017795743638591932	0.030766297783947794
BGC0000746	Saccharide	7	121	0.92172405366825561	0.95715670907886752	0.78392404306509689	0.071709583268501007	0.032392912066358789	0.10974600775781307	0.86558178893019355	0.87324508900852527	0.74975119127699585	0.07652393283319063	0.055509095579695897	0.096728743460039013	0.92209736597578806	0.9583936294887192	0.78535886160932888	0.072333946572964838	0.032287994168513398	0.11113464428436981
BGC0000747	Saccharide	7	121	0.89353340159498074	0.9187635613373959	0.76857684629816669	0.06747175828077491	0.043798582137333363	0.086624244519131643	0.54002044682515016	0.60008116962990532	0.13384704957098578	0.29689592208663679	0.20734311025123536	0.5564505487650685	0.89022422434431547	0.91799448267099359	0.75351034607318457	0.069621022188236237	0.045198635162077137	0.088715148917280828
BGC0000748	Saccharide	7	121	0.91614630956385368	0.96801611489878503	0.79996785419027605	0.082671751007936251	0.034745607268353094	0.12993248340656682	0.70381783928857933	0.77147864305270242	0.41881063539331209	0.14614965236318259	0.12672499312627195	0.23966174300669763	0.91952213540484584	0.96916382991940009	0.811484944691923	0.080236457551962681	0.033369341892692958	0.1262447043401167
BGC0000749	Saccharide	3	125	0.86439620508411574	0.86426703123566706	0.76043222988636894	0.053972161510048355	0.056203817339980325	0.075802502544105366	0.85684079540235791	0.88179231232676047	0.68131908136028474	0.078768884328790506	0.05936211301376608	0.10269649649584922	0.86059806368022473	0.86192529618047109	0.74893260677254714	0.05662413436308239	0.057840411545703206	0.079573370016082556
BGC0000751	Saccharide	4	124	0.94820975593888535	0.95031772506996426	0.91562344007870189	0.016954855379755083	0.02098637975287072	0.028991672645837574	0.9111609319232713	0.92584123718685674	0.83967056510433036	0.037367010613700534	0.036271757224165577	0.063705607622516092	0.94795065361521935	0.95002311788863847	0.91474589853134602	0.016913117692379017	0.021093572940460638	0.028745702706132192
BGC0000752	Saccharide	6	122	0.88784843721767115	0.89262300392762461	0.78865991942490554	0.053016209516322195	0.046640594794830091	0.064528410926274038	0.49923857573888231	0.55828894152465103	0.057641387321994406	0.31543400531648808	0.23056587857360472	0.48162116394971877	0.88768783415791075	0.89212214823124003	0.79332055562314363	0.053203522531460046	0.046803915509518124	0.066555045379392386
BGC0000753	Saccharide	5	123	0.75538569225033814	0.77001335319925779	0.54428939159797329	0.14023716270134737	0.10334449364288159	0.23458727093252374	0.64266737364782522	0.65702289074385289	0.37324883599883479	0.14464554962685858	0.15583516327173846	0.23294203613622066	0.756295700749815	0.77255020830250964	0.55162240313890853	0.13934214073146697	0.10297952021794861	0.23385141693983047
BGC0000754	Saccharide	6	122	0.80623405749685462	0.8378005034888969	0.53645328327516528	0.13990469642619077	0.080855964062883062	0.1997806859619139	0.80161003679337595	0.83547159960629824	0.5661432163563852	0.12847165871119023	0.082960329944858274	0.1722865832817978	0.79600050688657131	0.84056168643058182	0.50311711040988982	0.15174643729317425	0.085338933375646436	0.2194867159474635
BGC0000755	Saccharide	6	122	0.85255778890680833	0.89134417009781486	0.70460314870311214	0.084456281563817889	0.061421741026540098	0.14151734752074707	0.75650029863871726	0.77375932776878431	0.6057754596478433	0.088527442696503145	0.10309049123640601	0.16926466405193497	0.85423348521598741	0.88569148896508842	0.71685437358765991	0.082078843726691483	0.060676738117352455	0.13682531145406918
BGC0000756	Saccharide	6	122	0.82655814917451786	0.85680018937443858	0.60147800605179547	0.11637097907270422	0.074027292330027916	0.17355770243209345	0.80335625166119318	0.87382165495569852	0.47108433121330529	0.14676272048687225	0.082198672392418209	0.17471391873009134	0.82628240619660498	0.85813260143809289	0.6101896663065064	0.11623086236862797	0.074346865891686847	0.17343493423072109
BGC0000757	Saccharide	5	123	0.89658342167902705	0.88626174256996104	0.71613158322971804	0.08160264690211376	0.043861450736791173	0.11036764256409137	0.65619761277900168	0.61463944439484619	0.41209469432243595	0.14628617776398078	0.14861890651020765	0.24306903943140745	0.89960578154921633	0.89278769100795485	0.72957550903193769	0.078068799086416424	0.042676119739987417	0.1027552223945839
BGC0000758	Saccharide	15	113	0.8529626472867825	0.85269467982479097	0.79568497653862835	0.053671880883591316	0.060926878994551001	0.089062326491498145	0.60054202495889197	0.5732233768842897	0.37380784060335853	0.17059782962327455	0.17687119586662453	0.25945590716170219	0.86063869207943178	0.87026412362158301	0.79478498460210767	0.0550203555116228	0.05755908580400635	0.083577924015357352
BGC0000759	Saccharide	24	104	0.89955603852703425	0.90384484193848991	0.77721635858008098	0.067631563655449645	0.041664852847711112	0.10899018713415853	0.89449506846129623	0.899611353291353	0.75719896704522616	0.06725165633966422	0.044733180534092476	0.097860816519709348	0.89799257887618356	0.9071669603884851	0.78333424251459194	0.069393915730191477	0.042178629847585712	0.11292746617718041
BGC0000760	Saccharide	22	106	0.89574515668384047	0.88982127647474907	0.82293396985052025	0.0543048903130001	0.0427768487649006	0.078320752380297454	0.71568233987082275	0.6844492543030346	0.61832670978149895	0.088454941132679765	0.12185866850935967	0.16804336440395728	0.90075219883312485	0.89416671880202281	0.82576465520870646	0.055250206795009832	0.040609125828090439	0.079332727818446247
BGC0000761	Saccharide	24	104	0.82827315515697109	0.82593067518654983	0.69109645921493956	0.086905445819541668	0.072806816177021116	0.11046802086429175	0.81489746901750082	0.81420616855022732	0.55443817502326642	0.113213762931485	0.079469754955254102	0.13204471882958402	0.81060774951512715	0.80643205790007322	0.67165733220298374	0.095910430194717358	0.080262024986647917	0.13870651065111395
BGC0000762	Saccharide	21	107	0.84029629634424496	0.85605901610226609	0.70659596999493446	0.077168593237055966	0.066505520490826475	0.13579222306141703	0.80355265641809426	0.83958889311039275	0.6387317965943613	0.12944452075682394	0.08195692873086062	0.20742049100448068	0.81775481080904311	0.82684944269603888	0.66799883077099265	0.092267504268087441	0.076662916621450444	0.15350280580603459
BGC0000763	Saccharide	14	114	0.90157421233171564	0.90743691230885859	0.78783923080531038	0.048018975684229082	0.040719927263697352	0.065698621679561087	0.65454640031187838	0.66979828439086497	0.18876716847314773	0.27228405770076863	0.15552555229140413	0.48244744733149336	0.91073473422364926	0.91255219253175845	0.81825467481702185	0.043032200011000409	0.036726604348338146	0.059952303159894749
BGC0000764	Saccharide	17	111	0.92733754572068783	0.94220503706919057	0.82631232124644427	0.046364930560699964	0.030042273032961541	0.078667345980472758	0.73262656118300729	0.77880567221428076	0.36020139973294607	0.16925980594429255	0.1134162897209251	0.23154607795079241	0.92342795235540842	0.94767884374606814	0.80682894798889593	0.054618664093681081	0.031991775297108525	0.092732628839489628
BGC0000765	Saccharide	15	113	0.95557947972073798	0.96295832554058702	0.90700059150207701	0.020032007677670632	0.01800708849393624	0.026115604630287725	0.82136300154726916	0.86863004287773071	0.65022251059133074	0.10950187894805723	0.07501169629376099	0.19968959484699111	0.95686670855817224	0.96241009074320094	0.91050204614816055	0.021148829629014376	0.017502465951173773	0.024981407112920628
BGC0000766	Saccharide	29	99	0.92308245311465331	0.93945704284556353	0.805119666583755	0.053285383810417648	0.03135738544833748	0.069845908611972263	0.68888592503971224	0.7175714863629048	0.3983091753066107	0.16032090005275268	0.13373634028503956	0.26647218583052501	0.95145445184743005	0.96426115860753225	0.8785685989579779	0.035012529153550735	0.019695889576205071	0.046792365469341846
BGC0000767	Saccharide	23	105	0.90642042751304852	0.90144962123115624	0.84257355242996379	0.04507938597645858	0.03840445867251692	0.075285586309799202	0.72006763106837357	0.79401704817711471	0.38678366558394023	0.19511724853685933	0.12026793949989419	0.3051550997573792	0.9124467052877353	0.91665580853125617	0.84728033103483036	0.040795876350707458	0.035793301712418367	0.066101060247335863
BGC0000768	Saccharide	26	102	0.86237548576456002	0.88029342131314481	0.71778258054133204	0.07243903995636107	0.057122661865114124	0.1276198998992506	0.85553230593992846	0.86048482486682021	0.73582607645122977	0.066473942413310241	0.060505145554086481	0.095175622746741628	0.85954288963361203	0.89288488681473199	0.71402590053662851	0.077820319364793736	0.058323131050490251	0.13845571372256837
BGC0000769	Saccharide	26	102	0.71100400984336576	0.93037455015291126	0.24066486054337027	0.32506456772201264	0.12645350021099783	0.53569422463635619	0.70369924171620746	0.95753623049118619	0.22498362718503573	0.35069344627554577	0.1295156604187751	0.56895902600367099	0.70461252536874641	0.9163324486377934	0.23715019812721583	0.32321238415989101	0.12921846739338338	0.53552685171265169
BGC0000770	Saccharide	15	113	0.83818776196963385	0.84269653111290976	0.67191164106389623	0.10926587292673474	0.069534327103969867	0.17955497213749749	0.78962243798322818	0.84357951511940144	0.52314009622469626	0.13714022867048625	0.08818406159646866	0.21711256203216434	0.82963580000955195	0.83658015015954268	0.65074746897311853	0.11954755199253578	0.074260575083353528	0.20119801309082819
BGC0000772	Saccharide	12	116	0.90340487341757858	0.90474911656090584	0.84951111172505878	0.0357677411293741	0.039864509066458886	0.073239302159647579	0.89536275858393854	0.90100155601069454	0.79890607349604159	0.04527415600562721	0.042873307373977362	0.078589705635425777	0.9016581111878802	0.90115492825704235	0.851363652243873	0.036149248552756828	0.040627426553208987	0.07437183917720358
BGC0000773	Saccharide	16	112	0.94677210499459608	0.95593519261014315	0.87583785783870416	0.030082521995092308	0.021716907961513245	0.049973421430780651	0.78424643506037783	0.77244035409564182	0.50962687973558229	0.14537233544070227	0.090545963428528192	0.18257760050055594	0.95296573340928359	0.95962697975469857	0.90054953446461472	0.024526311758716647	0.019153336880757488	0.04329235770012918
BGC0000774	Saccharide	35	93	0.70623418289818463	0.74833530849358754	0.38114089871291612	0.19152527316675569	0.12673064829616701	0.28736974917936475	0.61211769803879013	0.66237733314173042	0.27159460767212101	0.19643172855006341	0.17089548715152317	0.27204544489014459	0.7131831414283295	0.74237166667734567	0.36881776209366984	0.19342708079677087	0.12388354448576286	0.29097358151948449
BGC0000775	Saccharide	30	98	0.79430129596798604	0.87052816551886525	0.5733178736305351	0.17079540907066609	0.088438780289646537	0.3059158427449834	0.59374838881377701	0.64652128636980233	0.21319891732483104	0.2457404121418848	0.18209141071820942	0.44135842769890754	0.81574931346091328	0.85411643908915247	0.65081617746625586	0.13944758982919411	0.078997503605409664	0.25592442946615102
BGC0000776	Saccharide	11	117	0.93053366291900574	0.93322954355032262	0.83611462250423652	0.047741884172861099	0.02821986163688104	0.065070779754846098	0.70143901872526426	0.71422082450473789	0.43314011976087063	0.17313556469472355	0.12769335176431845	0.23282712371484038	0.9371827768274571	0.93809412462273356	0.84988349278204489	0.043246783472902305	0.02548074888214864	0.056098387834752628
BGC0000777	Saccharide	9	119	0.84289889900126824	0.82729121139112127	0.77812949520903985	0.062471597991346446	0.065619568307001816	0.09336625696705958	0.67851224693326639	0.63833411690415831	0.40877976920007331	0.19184680065579127	0.14100886657441039	0.22174626011501553	0.82951689803121553	0.8222447457156512	0.74036873707557516	0.073807689284906677	0.071618941543590303	0.12197770211028935
BGC0000778	Saccharide	7	121	0.72164865886168239	0.72313345846125299	0.52094171095403485	0.13322948396844869	0.11918086345225835	0.20535284474854465	0.58016269478604909	0.60668874857903243	0.25773645069580087	0.22363136493393634	0.18570105020638711	0.38263548976241568	0.72765094387043716	0.72824018044801497	0.53430381623821077	0.129918729857808	0.11650462177037421	0.20344555896197125
BGC0000779	Saccharide	5	123	0.94773541688298124	0.94723195627552426	0.89491717855144526	0.028269720545240264	0.021292570148630972	0.044004544594020589	0.87279704525368607	0.87623909907715303	0.77274993863190611	0.059891491408403344	0.052338518710024595	0.068023336719481242	0.94705130928245373	0.94750184268986981	0.89216563704005969	0.028762210941861634	0.021581727405235028	0.043952662420590261
BGC0000780	Saccharide	61	67	0.9181687305243621	0.96315423801763123	0.78190950754668409	0.07447165467856201	0.034042374732532174	0.11773283712263682	0.90959341065720556	0.92187062244289963	0.80825480606035593	0.049223323766160204	0.037290654048596682	0.081631126867822701	0.90341620036426495	0.97424598251296501	0.74959675203595455	0.10506020154022479	0.040762942558031458	0.16657192358899775
BGC0000781	Saccharide	14	114	0.70873574165306696	0.69053945395916605	0.59627759683595249	0.098878394636093742	0.12530396861605389	0.22852521808304926	0.55122461977452453	0.55317123675544844	0.27586003765050049	0.19834862888563476	0.19955180434089465	0.38146309750143514	0.71767063968759837	0.70549047161082923	0.60995451829771874	0.092280998141404391	0.12135516128852715	0.22043445614900958
BGC0000782	Saccharide	21	107	0.95842793230982903	0.96182320952470168	0.92603443172727307	0.012921848811538055	0.016818146596201466	0.024154148495634686	0.933230412057935	0.94111223558986656	0.86182721635083781	0.03043731032200514	0.027168519443219252	0.043373483155714987	0.95583316941054763	0.95861947201241915	0.91813741920697367	0.015902029815178305	0.017899548867128211	0.027921334764633654
BGC0000783	Saccharide	11	117	0.76761321018176776	0.7843609060341652	0.57930764946726676	0.11918374977266524	0.099660829392033509	0.17434361682100041	0.57223613868203782	0.5065587756408787	0.31767324035751254	0.19663504712345417	0.19462511649382638	0.29413913733159314	0.78045071522705789	0.79304361862070882	0.60074933753954174	0.11330363972547886	0.093769973883770799	0.16500871897521929
BGC0000784	Saccharide	18	110	0.90258023582291147	0.91177633707774786	0.76769930443938073	0.069864165385394431	0.039814150700059184	0.090201843455521624	0.88906548873381941	0.88532380759554241	0.71717855720400259	0.075866783368445115	0.045454242729969764	0.090336166456548406	0.89839928130019509	0.90559372473316757	0.74884060258602525	0.072935255445833097	0.04157572210957472	0.091929407977630384
BGC0000785	Saccharide	20	108	0.94581426060766383	0.94781058715927347	0.89969216107758587	0.021271834806005335	0.021968770420396622	0.032279801863428048	0.90397484787039661	0.91360101356272017	0.79015325746628828	0.054826262068721626	0.039259897603248974	0.072022072987425467	0.94079342934826704	0.9420889489151123	0.88377557859416267	0.022663490016575829	0.024049354020895052	0.035012316244384722
BGC0000786	Saccharide	10	118	0.92225656165833381	0.94126658731810742	0.83525855294181706	0.046146395736687475	0.031633821045112143	0.061534354063443542	0.80024676350328661	0.7738117201632505	0.7061440709969905	0.07102002435885274	0.083544784627894872	0.12467098533900522	0.9241336130916471	0.94185346290298799	0.83893657222158446	0.04483980578399642	0.030850023909943115	0.058136874841808295
