comparison	k	base_BGC	overlap
A vs B	10	BGC0001846	0.40000000000000002
A vs B	10	BGC0001847	0.29999999999999999
A vs B	10	BGC0001848	0.29999999999999999
A vs B	10	BGC0001849	0.10000000000000001
A vs B	10	BGC0001850	0.10000000000000001
A vs B	10	BGC0001851	0.69999999999999996
A vs B	10	BGC0001852	0.80000000000000004
A vs B	10	BGC0001853	0.5
A vs B	10	BGC0001854	0.5
A vs B	10	BGC0001856	0.20000000000000001
A vs B	10	BGC0001857	0.40000000000000002
A vs B	10	BGC0001858	0.59999999999999998
A vs B	10	BGC0001859	0.10000000000000001
A vs B	10	BGC0001860	0.5
A vs B	10	BGC0001861	0
A vs B	10	BGC0001862	0.29999999999999999
A vs B	10	BGC0001863	0
A vs B	10	BGC0001864	0.10000000000000001
A vs B	10	BGC0001865	0.29999999999999999
A vs B	10	BGC0001866	0.5
A vs B	10	BGC0001867	0
A vs B	10	BGC0001868	0.5
A vs B	10	BGC0001869	0.40000000000000002
A vs B	10	BGC0001870	0.40000000000000002
A vs B	10	BGC0001872	0.10000000000000001
A vs B	10	BGC0001873	0
A vs B	10	BGC0001874	0.20000000000000001
A vs B	10	BGC0001875	0
A vs B	10	BGC0001876	0.20000000000000001
A vs B	10	BGC0001877	0.40000000000000002
A vs B	10	BGC0001878	0.59999999999999998
A vs B	10	BGC0001879	0.40000000000000002
A vs B	10	BGC0001880	0.29999999999999999
A vs B	10	BGC0001881	0.40000000000000002
A vs B	10	BGC0001882	0.59999999999999998
A vs B	10	BGC0001884	0.5
A vs B	10	BGC0001885	0.10000000000000001
A vs B	10	BGC0001886	0.5
A vs B	10	BGC0001887	0.20000000000000001
A vs B	10	BGC0001888	0.20000000000000001
A vs B	10	BGC0001889	0.80000000000000004
A vs B	10	BGC0001890	0.20000000000000001
A vs B	10	BGC0001891	0
A vs B	10	BGC0001892	0.40000000000000002
A vs B	10	BGC0001893	0.29999999999999999
A vs B	10	BGC0001894	0.40000000000000002
A vs B	10	BGC0001895	0.10000000000000001
A vs B	10	BGC0001896	0
A vs B	10	BGC0001897	0.20000000000000001
A vs B	10	BGC0001899	0.20000000000000001
A vs B	10	BGC0001902	0.29999999999999999
A vs B	10	BGC0001903	0.5
A vs B	10	BGC0001904	0.5
A vs B	10	BGC0001905	0.10000000000000001
A vs B	10	BGC0001906	0.40000000000000002
A vs B	10	BGC0001907	0.10000000000000001
A vs B	10	BGC0001909	0.10000000000000001
A vs B	10	BGC0001910	0.10000000000000001
A vs B	10	BGC0001911	0.10000000000000001
A vs B	10	BGC0001913	0
A vs B	10	BGC0001917	0.10000000000000001
A vs B	10	BGC0001918	0.5
A vs B	10	BGC0001919	0.20000000000000001
A vs B	10	BGC0001920	0.59999999999999998
A vs B	10	BGC0001922	0.20000000000000001
A vs B	10	BGC0001923	0.5
A vs B	10	BGC0001924	0
A vs B	10	BGC0001925	0.29999999999999999
A vs B	10	BGC0001926	0.59999999999999998
A vs B	10	BGC0001927	0.40000000000000002
A vs B	10	BGC0001928	0.10000000000000001
A vs B	10	BGC0001929	0.10000000000000001
A vs B	10	BGC0001931	0.29999999999999999
A vs B	10	BGC0001934	0.20000000000000001
A vs B	10	BGC0001937	0
A vs B	10	BGC0001938	0.20000000000000001
A vs B	10	BGC0001940	0.20000000000000001
A vs B	10	BGC0001941	0.20000000000000001
A vs B	10	BGC0001942	0.5
A vs B	10	BGC0001944	0.5
A vs B	10	BGC0001945	0.29999999999999999
A vs B	10	BGC0001947	0.10000000000000001
A vs B	10	BGC0001948	0.10000000000000001
A vs B	10	BGC0001949	0.5
A vs B	10	BGC0001950	0.29999999999999999
A vs B	10	BGC0001951	0.5
A vs B	10	BGC0001952	0.5
A vs B	10	BGC0001953	0.40000000000000002
A vs B	10	BGC0001954	0.5
A vs B	10	BGC0001955	0.69999999999999996
A vs B	10	BGC0001956	0.20000000000000001
A vs B	10	BGC0001957	0
A vs B	10	BGC0001959	0.20000000000000001
A vs B	10	BGC0001960	0
A vs B	10	BGC0001962	0
A vs B	10	BGC0001963	0
A vs B	10	BGC0001964	0.20000000000000001
A vs B	10	BGC0001965	0
A vs B	10	BGC0001966	0.59999999999999998
A vs B	10	BGC0001967	0.40000000000000002
A vs B	10	BGC0001968	0.29999999999999999
A vs B	10	BGC0001969	0.20000000000000001
A vs B	10	BGC0001970	0.59999999999999998
A vs B	10	BGC0001971	0.40000000000000002
A vs B	10	BGC0001972	0.10000000000000001
A vs B	10	BGC0001974	0.29999999999999999
A vs B	10	BGC0001975	0.40000000000000002
A vs B	10	BGC0001976	0.90000000000000002
A vs B	10	BGC0001979	0.20000000000000001
A vs B	10	BGC0001980	0.29999999999999999
A vs B	10	BGC0001983	0.29999999999999999
A vs B	10	BGC0001984	0.10000000000000001
A vs B	10	BGC0001985	0.10000000000000001
A vs B	10	BGC0001986	0.10000000000000001
A vs B	10	BGC0001987	0.40000000000000002
A vs B	10	BGC0001988	0.10000000000000001
A vs B	10	BGC0001989	0.29999999999999999
A vs B	10	BGC0001990	0.5
A vs B	10	BGC0001991	0.10000000000000001
A vs B	10	BGC0001992	0
A vs B	10	BGC0001994	0.29999999999999999
A vs B	10	BGC0001995	0.40000000000000002
A vs B	10	BGC0001996	0.40000000000000002
A vs B	10	BGC0001997	0.29999999999999999
A vs B	10	BGC0001998	0.20000000000000001
A vs B	10	BGC0001999	0.40000000000000002
A vs B	10	BGC0002000	0.40000000000000002
A vs B	10	BGC0002001	0.20000000000000001
A vs B	10	BGC0002002	0.20000000000000001
A vs B	10	BGC0002004	0.20000000000000001
A vs B	10	BGC0002005	0.10000000000000001
A vs B	10	BGC0002006	0.40000000000000002
A vs B	10	BGC0002007	0.40000000000000002
A vs B	10	BGC0002008	0.40000000000000002
A vs B	10	BGC0002009	0.29999999999999999
A vs B	10	BGC0002010	0.20000000000000001
A vs B	10	BGC0002011	0.20000000000000001
A vs B	10	BGC0002012	0.69999999999999996
A vs B	10	BGC0002013	0.20000000000000001
A vs B	10	BGC0002014	0.5
A vs B	10	BGC0002015	0.40000000000000002
A vs B	10	BGC0002016	0.29999999999999999
A vs B	10	BGC0002017	0.10000000000000001
A vs B	10	BGC0002018	0.10000000000000001
A vs B	10	BGC0002019	0.20000000000000001
A vs B	10	BGC0002020	0.10000000000000001
A vs B	10	BGC0002021	0.29999999999999999
A vs B	10	BGC0002022	0.20000000000000001
A vs B	10	BGC0002024	0.10000000000000001
A vs B	10	BGC0002025	0.40000000000000002
A vs B	10	BGC0002026	0.10000000000000001
A vs B	10	BGC0002028	0.20000000000000001
A vs B	10	BGC0002031	0.40000000000000002
A vs B	10	BGC0002032	0.40000000000000002
A vs B	10	BGC0002033	0.40000000000000002
A vs B	10	BGC0002034	0.59999999999999998
A vs B	10	BGC0002035	0.59999999999999998
A vs B	10	BGC0002036	0
A vs B	10	BGC0002037	0.29999999999999999
A vs B	10	BGC0002038	0.20000000000000001
A vs B	10	BGC0002039	0.20000000000000001
A vs B	10	BGC0002040	0.20000000000000001
A vs B	10	BGC0002042	0.10000000000000001
A vs B	10	BGC0002043	0
A vs B	10	BGC0002044	0.20000000000000001
A vs B	10	BGC0002045	0.20000000000000001
A vs B	10	BGC0002046	0.20000000000000001
A vs B	10	BGC0002047	0.20000000000000001
A vs B	10	BGC0002048	0.10000000000000001
A vs B	10	BGC0002049	0.29999999999999999
A vs B	10	BGC0002050	0.20000000000000001
A vs B	10	BGC0002051	0
A vs B	10	BGC0002052	0.20000000000000001
A vs B	10	BGC0002053	0.59999999999999998
A vs B	10	BGC0002054	0.29999999999999999
A vs B	10	BGC0002055	0.5
A vs B	10	BGC0002056	0.40000000000000002
A vs B	10	BGC0002058	0.29999999999999999
A vs B	10	BGC0002059	0.29999999999999999
A vs B	10	BGC0002060	0.29999999999999999
A vs B	10	BGC0002061	0.59999999999999998
A vs B	10	BGC0002062	0.5
A vs B	10	BGC0002063	0.69999999999999996
A vs B	10	BGC0002064	0.20000000000000001
A vs B	10	BGC0002066	0.59999999999999998
A vs B	10	BGC0002067	0.40000000000000002
A vs B	10	BGC0002068	0.40000000000000002
A vs B	10	BGC0002069	0.10000000000000001
A vs B	10	BGC0002070	0.40000000000000002
A vs B	10	BGC0002071	0.10000000000000001
A vs B	10	BGC0002072	0.10000000000000001
A vs B	10	BGC0002073	0.40000000000000002
A vs B	10	BGC0002074	0.59999999999999998
A vs B	10	BGC0002075	0
A vs B	10	BGC0002076	0.20000000000000001
A vs B	10	BGC0002078	0.5
A vs B	10	BGC0002079	0.29999999999999999
A vs B	10	BGC0002080	0.40000000000000002
A vs B	10	BGC0002081	0.20000000000000001
A vs B	10	BGC0002082	0.40000000000000002
A vs B	10	BGC0002083	0.29999999999999999
A vs B	10	BGC0002084	0
A vs B	10	BGC0002085	0.69999999999999996
A vs B	10	BGC0002086	0.40000000000000002
A vs B	10	BGC0002087	0.20000000000000001
A vs B	10	BGC0002088	0.69999999999999996
A vs B	10	BGC0002089	0.40000000000000002
A vs B	10	BGC0002090	0.10000000000000001
A vs B	10	BGC0002091	0.20000000000000001
A vs B	10	BGC0002092	0.29999999999999999
A vs B	10	BGC0002093	0.59999999999999998
A vs B	10	BGC0002095	0.10000000000000001
A vs B	10	BGC0002096	0.10000000000000001
A vs B	10	BGC0002097	0.29999999999999999
A vs B	10	BGC0002098	0.20000000000000001
A vs B	10	BGC0002099	0.20000000000000001
A vs B	10	BGC0002100	0.20000000000000001
A vs B	10	BGC0002101	0.20000000000000001
A vs B	10	BGC0002102	0.20000000000000001
A vs B	10	BGC0002103	0.29999999999999999
A vs B	10	BGC0002104	0.10000000000000001
A vs B	10	BGC0002105	0.29999999999999999
A vs B	10	BGC0002106	0.29999999999999999
A vs B	10	BGC0002107	0.5
A vs B	10	BGC0002108	0.29999999999999999
A vs B	10	BGC0002109	0.20000000000000001
A vs B	10	BGC0002110	0.10000000000000001
A vs B	10	BGC0002111	0.10000000000000001
A vs B	10	BGC0002114	0.5
A vs B	10	BGC0002115	0.29999999999999999
A vs B	10	BGC0002116	0.10000000000000001
A vs B	10	BGC0002117	0.29999999999999999
A vs B	10	BGC0002118	0.69999999999999996
A vs B	10	BGC0002119	0.59999999999999998
A vs B	10	BGC0002120	0
A vs B	10	BGC0002122	0.29999999999999999
A vs B	10	BGC0002123	0.20000000000000001
A vs B	10	BGC0002124	0.40000000000000002
A vs B	10	BGC0002125	0.10000000000000001
A vs B	10	BGC0002126	0.40000000000000002
A vs B	10	BGC0002127	0.10000000000000001
A vs B	10	BGC0002128	0.29999999999999999
A vs B	10	BGC0002129	0.59999999999999998
A vs B	10	BGC0002130	0.10000000000000001
A vs B	10	BGC0002131	0.40000000000000002
A vs B	10	BGC0002132	0.10000000000000001
A vs B	10	BGC0002133	0.29999999999999999
A vs B	10	BGC0002134	0.10000000000000001
A vs B	10	BGC0002135	0
A vs B	10	BGC0002137	0.20000000000000001
A vs B	10	BGC0002138	0.10000000000000001
A vs B	10	BGC0002139	0.69999999999999996
A vs B	10	BGC0002140	0.40000000000000002
A vs B	10	BGC0002141	0.40000000000000002
A vs B	10	BGC0002142	0.29999999999999999
A vs B	10	BGC0002143	0.29999999999999999
A vs B	10	BGC0002144	0.10000000000000001
A vs B	10	BGC0002146	0.59999999999999998
A vs B	10	BGC0002147	0
A vs B	10	BGC0002148	0.20000000000000001
A vs B	10	BGC0002149	0.5
A vs B	10	BGC0002150	0.20000000000000001
A vs B	10	BGC0002151	0.20000000000000001
A vs B	10	BGC0002152	0.20000000000000001
A vs B	10	BGC0002153	0.40000000000000002
A vs B	10	BGC0002154	0.29999999999999999
A vs B	10	BGC0002155	0.5
A vs B	10	BGC0002157	0.5
A vs B	10	BGC0002158	0
A vs B	10	BGC0002160	0.69999999999999996
A vs B	10	BGC0002161	0.59999999999999998
A vs B	10	BGC0002162	0.29999999999999999
A vs B	10	BGC0002163	0.29999999999999999
A vs B	10	BGC0002164	0.40000000000000002
A vs B	10	BGC0002165	0.40000000000000002
A vs B	10	BGC0002166	0.20000000000000001
A vs B	10	BGC0002167	0.29999999999999999
A vs B	10	BGC0002168	0.29999999999999999
A vs B	10	BGC0002169	0.40000000000000002
A vs B	10	BGC0002170	0.59999999999999998
A vs B	10	BGC0002171	0.5
A vs B	10	BGC0002172	0.5
A vs B	10	BGC0002173	0.5
A vs B	10	BGC0002174	0
A vs B	10	BGC0002175	0.40000000000000002
A vs B	10	BGC0002176	0.10000000000000001
A vs B	10	BGC0002177	0.10000000000000001
A vs B	10	BGC0002178	0.69999999999999996
A vs B	10	BGC0002180	0.5
A vs B	10	BGC0002181	0.5
A vs B	10	BGC0002185	0.5
A vs B	10	BGC0002186	0.40000000000000002
A vs B	10	BGC0002187	0.59999999999999998
A vs B	10	BGC0002188	0.29999999999999999
A vs B	10	BGC0002190	0.20000000000000001
A vs B	10	BGC0002191	0
A vs B	10	BGC0002192	0
A vs B	10	BGC0002193	0.29999999999999999
A vs B	10	BGC0002194	0.40000000000000002
A vs B	10	BGC0002195	0.29999999999999999
A vs B	10	BGC0002196	0.40000000000000002
A vs B	10	BGC0002197	0.59999999999999998
A vs B	10	BGC0002198	0.5
A vs B	10	BGC0002199	0.20000000000000001
A vs B	10	BGC0002203	0.29999999999999999
A vs B	10	BGC0002204	0.5
A vs B	10	BGC0002205	0.20000000000000001
A vs B	10	BGC0002206	0.5
A vs B	10	BGC0002207	0.29999999999999999
A vs B	10	BGC0002208	0.59999999999999998
A vs B	10	BGC0002209	0.29999999999999999
A vs B	10	BGC0002210	0.59999999999999998
A vs B	10	BGC0002211	0.5
A vs B	10	BGC0002212	0.40000000000000002
A vs B	10	BGC0002213	0.80000000000000004
A vs B	10	BGC0002214	0.69999999999999996
A vs B	10	BGC0002215	0.69999999999999996
A vs B	10	BGC0002216	0.40000000000000002
A vs B	10	BGC0002217	0.40000000000000002
A vs B	10	BGC0002218	0.10000000000000001
A vs B	10	BGC0002219	0.20000000000000001
A vs B	10	BGC0002220	0.59999999999999998
A vs B	10	BGC0002221	0.59999999999999998
A vs B	10	BGC0002222	0
A vs B	10	BGC0002223	0
A vs B	10	BGC0002224	0.10000000000000001
A vs B	10	BGC0002225	0.40000000000000002
A vs B	10	BGC0002226	0.10000000000000001
A vs B	10	BGC0002227	0.29999999999999999
A vs B	10	BGC0002228	0.59999999999999998
A vs B	10	BGC0002229	0.59999999999999998
A vs B	10	BGC0002230	0.29999999999999999
A vs B	10	BGC0002232	0.5
A vs B	10	BGC0002233	0.40000000000000002
A vs B	10	BGC0002234	0.40000000000000002
A vs B	10	BGC0002235	0.69999999999999996
A vs B	10	BGC0002236	0.20000000000000001
A vs B	10	BGC0002237	0.29999999999999999
A vs B	10	BGC0002238	0.40000000000000002
A vs B	10	BGC0002239	0.10000000000000001
A vs B	10	BGC0002240	0.20000000000000001
A vs B	10	BGC0002242	0.80000000000000004
A vs B	10	BGC0002244	0.59999999999999998
A vs B	10	BGC0002245	0.59999999999999998
A vs B	10	BGC0002246	0.69999999999999996
A vs B	10	BGC0002248	0.5
A vs B	10	BGC0002249	0
A vs B	10	BGC0002250	0.5
A vs B	10	BGC0002253	0.29999999999999999
A vs B	10	BGC0002254	0.29999999999999999
A vs B	10	BGC0002255	0.40000000000000002
A vs B	10	BGC0002256	0.69999999999999996
A vs B	10	BGC0002257	0.40000000000000002
A vs B	10	BGC0002258	0.20000000000000001
A vs B	10	BGC0002259	0.10000000000000001
A vs B	10	BGC0002260	0.40000000000000002
A vs B	10	BGC0002261	0.20000000000000001
A vs B	10	BGC0002262	0.59999999999999998
A vs B	10	BGC0002264	0.40000000000000002
A vs B	10	BGC0002266	0.59999999999999998
A vs B	10	BGC0002267	0.59999999999999998
A vs B	10	BGC0002268	0.69999999999999996
A vs B	10	BGC0002270	0.69999999999999996
A vs B	10	BGC0002271	0
A vs B	10	BGC0002272	0.29999999999999999
A vs B	10	BGC0002273	0.80000000000000004
A vs B	10	BGC0002274	0.20000000000000001
A vs B	10	BGC0002275	0.5
A vs B	10	BGC0002276	0.10000000000000001
A vs B	10	BGC0002277	0.29999999999999999
A vs B	10	BGC0002278	0.59999999999999998
A vs B	10	BGC0002282	0
A vs B	10	BGC0002283	0.29999999999999999
A vs B	10	BGC0002284	0.29999999999999999
A vs B	10	BGC0002285	0
A vs B	10	BGC0002286	0
A vs B	10	BGC0002287	0.40000000000000002
A vs B	10	BGC0002288	0.10000000000000001
A vs B	10	BGC0002289	0
A vs B	10	BGC0002290	0.20000000000000001
A vs B	10	BGC0002291	0.40000000000000002
A vs B	10	BGC0002293	0.29999999999999999
A vs B	10	BGC0002294	0
A vs B	10	BGC0002295	0.59999999999999998
A vs B	10	BGC0002296	0.40000000000000002
A vs B	10	BGC0002297	0.29999999999999999
A vs B	10	BGC0002298	0.40000000000000002
A vs B	10	BGC0002300	0.29999999999999999
A vs B	10	BGC0002301	0.69999999999999996
A vs B	10	BGC0002302	0.40000000000000002
A vs B	10	BGC0002303	0.10000000000000001
A vs B	10	BGC0002304	0.59999999999999998
A vs B	10	BGC0002305	0.20000000000000001
A vs B	10	BGC0002306	0.20000000000000001
A vs B	10	BGC0002307	0.59999999999999998
A vs B	10	BGC0002308	0
A vs B	10	BGC0002309	0
A vs B	10	BGC0002311	0.10000000000000001
A vs B	10	BGC0002312	0.29999999999999999
A vs B	10	BGC0002313	0
A vs B	10	BGC0002314	0.29999999999999999
A vs B	10	BGC0002315	0.29999999999999999
A vs B	10	BGC0002316	0.20000000000000001
A vs B	10	BGC0002317	0
A vs B	10	BGC0002318	0.29999999999999999
A vs B	10	BGC0002319	0.29999999999999999
A vs B	10	BGC0002320	0.40000000000000002
A vs B	10	BGC0002321	0.5
A vs B	10	BGC0002322	0
A vs B	10	BGC0002323	0
A vs B	10	BGC0002324	0.29999999999999999
A vs B	10	BGC0002325	0.10000000000000001
A vs B	10	BGC0002326	0.20000000000000001
A vs B	10	BGC0002327	0.20000000000000001
A vs B	10	BGC0002328	0.20000000000000001
A vs B	10	BGC0002329	0.20000000000000001
A vs B	10	BGC0002330	0.10000000000000001
A vs B	10	BGC0002331	0.29999999999999999
A vs B	10	BGC0002332	0.29999999999999999
A vs B	10	BGC0002333	0.40000000000000002
A vs B	10	BGC0002334	0.10000000000000001
A vs B	10	BGC0002336	0.20000000000000001
A vs B	10	BGC0002337	0.10000000000000001
A vs B	10	BGC0002338	0.20000000000000001
A vs B	10	BGC0002339	0.29999999999999999
A vs B	10	BGC0002340	0.10000000000000001
A vs B	10	BGC0002341	0.10000000000000001
A vs B	10	BGC0002342	0.29999999999999999
A vs B	10	BGC0002343	0.10000000000000001
A vs B	10	BGC0002344	0.5
A vs B	10	BGC0002345	0.29999999999999999
A vs B	10	BGC0002346	0.20000000000000001
A vs B	10	BGC0002347	0.10000000000000001
A vs B	10	BGC0002348	0.5
A vs B	10	BGC0002349	0.69999999999999996
A vs B	10	BGC0002350	0.20000000000000001
A vs B	10	BGC0002351	0.20000000000000001
A vs B	10	BGC0002352	0.20000000000000001
A vs B	10	BGC0002353	0.10000000000000001
A vs B	10	BGC0002354	0.29999999999999999
A vs B	10	BGC0002355	0
A vs B	10	BGC0002356	0.20000000000000001
A vs B	10	BGC0002357	0.20000000000000001
A vs B	10	BGC0002358	0.80000000000000004
A vs B	10	BGC0002359	0.29999999999999999
A vs B	10	BGC0002360	0.20000000000000001
A vs B	10	BGC0002361	0.5
A vs B	10	BGC0002362	0.20000000000000001
A vs B	10	BGC0002363	0.29999999999999999
A vs B	10	BGC0002364	0.29999999999999999
A vs B	10	BGC0002365	0.20000000000000001
A vs B	10	BGC0002366	0.20000000000000001
A vs B	10	BGC0002367	0.80000000000000004
A vs B	10	BGC0002369	0
A vs B	10	BGC0002370	0.40000000000000002
A vs B	10	BGC0002372	0.40000000000000002
A vs B	10	BGC0002373	0.10000000000000001
A vs B	10	BGC0002374	0.10000000000000001
A vs B	10	BGC0002376	0
A vs B	10	BGC0002377	0.5
A vs B	10	BGC0002378	0.20000000000000001
A vs B	10	BGC0002379	0.20000000000000001
A vs B	10	BGC0002380	0
A vs B	10	BGC0002381	0.20000000000000001
A vs B	10	BGC0002382	0.10000000000000001
A vs B	10	BGC0002383	0.40000000000000002
A vs B	10	BGC0002384	0.20000000000000001
A vs B	10	BGC0002385	0.20000000000000001
A vs B	10	BGC0002386	0.20000000000000001
A vs B	10	BGC0002387	0.20000000000000001
A vs B	10	BGC0002389	0
A vs B	10	BGC0002390	0.29999999999999999
A vs B	10	BGC0002391	0.20000000000000001
A vs B	10	BGC0002392	0.29999999999999999
A vs B	10	BGC0002393	0.29999999999999999
A vs B	10	BGC0002394	0.5
A vs B	10	BGC0002395	0.59999999999999998
A vs B	10	BGC0002396	0.29999999999999999
A vs B	10	BGC0002397	0.29999999999999999
A vs B	10	BGC0002398	0.5
A vs B	10	BGC0002399	0.20000000000000001
A vs B	10	BGC0002400	0.40000000000000002
A vs B	10	BGC0002401	0.40000000000000002
A vs B	10	BGC0002402	0.80000000000000004
A vs B	10	BGC0002403	0.20000000000000001
A vs B	10	BGC0002404	0
A vs B	10	BGC0002405	0.20000000000000001
A vs B	10	BGC0002406	0.40000000000000002
A vs B	10	BGC0002407	0
A vs B	10	BGC0002408	0.20000000000000001
A vs B	10	BGC0002409	0.29999999999999999
A vs B	10	BGC0002410	0.10000000000000001
A vs B	10	BGC0002411	0
A vs B	10	BGC0002412	0.29999999999999999
A vs B	10	BGC0002413	0.29999999999999999
A vs B	10	BGC0002414	0.10000000000000001
A vs B	10	BGC0002415	0.20000000000000001
A vs B	10	BGC0002416	0.40000000000000002
A vs B	10	BGC0002417	0.10000000000000001
A vs B	10	BGC0002418	0.40000000000000002
A vs B	10	BGC0002419	0.29999999999999999
A vs B	10	BGC0002420	0.40000000000000002
A vs B	10	BGC0002421	0.29999999999999999
A vs B	10	BGC0002422	0.20000000000000001
A vs B	10	BGC0002423	0.10000000000000001
A vs B	10	BGC0002424	0.20000000000000001
A vs B	10	BGC0002425	0.10000000000000001
A vs B	10	BGC0002426	0.20000000000000001
A vs B	10	BGC0002427	0.10000000000000001
A vs B	10	BGC0002428	0.10000000000000001
A vs B	10	BGC0002429	0.59999999999999998
A vs B	10	BGC0002430	0.5
A vs B	10	BGC0002431	0.40000000000000002
A vs B	10	BGC0002432	0.29999999999999999
A vs B	10	BGC0002433	0.20000000000000001
A vs B	10	BGC0002434	0.20000000000000001
A vs B	10	BGC0002435	0.10000000000000001
A vs B	10	BGC0002436	0.20000000000000001
A vs B	10	BGC0002437	0.29999999999999999
A vs B	10	BGC0002438	0.59999999999999998
A vs B	10	BGC0002439	0.20000000000000001
A vs B	10	BGC0002440	0.29999999999999999
A vs B	10	BGC0002441	0.20000000000000001
A vs B	10	BGC0002442	0.29999999999999999
A vs B	10	BGC0002443	0
A vs B	10	BGC0002444	0
A vs B	10	BGC0002445	0
A vs B	10	BGC0002446	0
A vs B	10	BGC0002447	0.10000000000000001
A vs B	10	BGC0002448	0.20000000000000001
A vs B	10	BGC0002449	0.20000000000000001
A vs B	10	BGC0002450	0.10000000000000001
A vs B	10	BGC0002451	0.29999999999999999
A vs B	10	BGC0002452	0.5
A vs B	10	BGC0002453	0.10000000000000001
A vs B	10	BGC0002454	0.10000000000000001
A vs B	10	BGC0002455	0.10000000000000001
A vs B	10	BGC0002456	0.5
A vs B	10	BGC0002457	0
A vs B	10	BGC0002458	0
A vs B	10	BGC0002460	0.5
A vs B	10	BGC0002461	0.29999999999999999
A vs B	10	BGC0002462	0.10000000000000001
A vs B	10	BGC0002464	0.10000000000000001
A vs B	10	BGC0002465	0.20000000000000001
A vs B	10	BGC0002466	0.29999999999999999
A vs B	10	BGC0002467	0.5
A vs B	10	BGC0002468	0.10000000000000001
A vs B	10	BGC0002469	0.10000000000000001
A vs B	10	BGC0002470	0.29999999999999999
A vs B	10	BGC0002471	0.29999999999999999
A vs B	10	BGC0002472	0.10000000000000001
A vs B	10	BGC0002473	0.29999999999999999
A vs B	10	BGC0002474	0.10000000000000001
A vs B	10	BGC0002475	0.10000000000000001
A vs B	10	BGC0002476	0.20000000000000001
A vs B	10	BGC0002477	0.29999999999999999
A vs B	10	BGC0002478	0.29999999999999999
A vs B	10	BGC0002479	0.20000000000000001
A vs B	10	BGC0002480	0.20000000000000001
A vs B	10	BGC0002482	0.29999999999999999
A vs B	10	BGC0002483	0.29999999999999999
A vs B	10	BGC0002484	0.5
A vs B	10	BGC0002485	0.29999999999999999
A vs B	10	BGC0002486	0.20000000000000001
A vs B	10	BGC0002487	0.20000000000000001
A vs B	10	BGC0002488	0.10000000000000001
A vs B	10	BGC0002489	0
A vs B	10	BGC0002490	0
A vs B	10	BGC0002491	0.20000000000000001
A vs B	10	BGC0002492	0.10000000000000001
A vs B	10	BGC0002493	0.20000000000000001
A vs B	10	BGC0002494	0.10000000000000001
A vs B	10	BGC0002495	0.20000000000000001
A vs B	10	BGC0002496	0.20000000000000001
A vs B	10	BGC0002497	0.29999999999999999
A vs B	10	BGC0002498	0.40000000000000002
A vs B	10	BGC0002499	0.59999999999999998
A vs B	10	BGC0002500	0
A vs B	10	BGC0002501	0.59999999999999998
A vs B	10	BGC0002502	0.40000000000000002
A vs B	10	BGC0002503	0.29999999999999999
A vs B	10	BGC0002504	0.40000000000000002
A vs B	10	BGC0002505	0.29999999999999999
A vs B	10	BGC0002506	0.20000000000000001
A vs B	10	BGC0002507	0.5
A vs B	10	BGC0002508	0.10000000000000001
A vs B	10	BGC0002509	0
A vs B	10	BGC0002510	0
A vs B	10	BGC0002512	0
A vs B	10	BGC0002514	0.59999999999999998
A vs B	10	BGC0002515	0.10000000000000001
A vs B	10	BGC0002517	0
A vs B	10	BGC0002518	0.29999999999999999
A vs B	10	BGC0002520	0.29999999999999999
A vs B	10	BGC0002521	0.10000000000000001
A vs B	10	BGC0002522	0.5
A vs B	10	BGC0002523	0.5
A vs B	10	BGC0002524	0.10000000000000001
A vs B	10	BGC0002525	0.20000000000000001
A vs B	10	BGC0002526	0.20000000000000001
A vs B	10	BGC0002527	0.10000000000000001
A vs B	10	BGC0002528	0.10000000000000001
A vs B	10	BGC0002529	0.29999999999999999
A vs B	10	BGC0002530	0.20000000000000001
A vs B	10	BGC0002531	0.20000000000000001
A vs B	10	BGC0002532	0.40000000000000002
A vs B	10	BGC0002533	0.40000000000000002
A vs B	10	BGC0002535	0.20000000000000001
A vs B	10	BGC0002536	0
A vs B	10	BGC0002537	0.69999999999999996
A vs B	10	BGC0002538	0.10000000000000001
A vs B	10	BGC0002539	0.5
A vs B	10	BGC0002540	0.10000000000000001
A vs B	10	BGC0002541	0.20000000000000001
A vs B	10	BGC0002542	0.69999999999999996
A vs B	10	BGC0002543	0.40000000000000002
A vs B	10	BGC0002544	0.40000000000000002
A vs B	10	BGC0002545	0
A vs B	10	BGC0002546	0.59999999999999998
A vs B	10	BGC0002547	0.29999999999999999
A vs B	10	BGC0002548	0.10000000000000001
A vs B	10	BGC0002550	0.10000000000000001
A vs B	10	BGC0002551	0.40000000000000002
A vs B	10	BGC0002552	0.10000000000000001
A vs B	10	BGC0002553	0
A vs B	10	BGC0002554	0.20000000000000001
A vs B	10	BGC0002555	0.20000000000000001
A vs B	10	BGC0002556	0.40000000000000002
A vs B	10	BGC0002557	0.29999999999999999
A vs B	10	BGC0002558	0.40000000000000002
A vs B	10	BGC0002559	0.10000000000000001
A vs B	10	BGC0002560	0.10000000000000001
A vs B	10	BGC0002561	0
A vs B	10	BGC0002563	0.20000000000000001
A vs B	10	BGC0002564	0.20000000000000001
A vs B	10	BGC0002565	0.40000000000000002
A vs B	10	BGC0002566	0.29999999999999999
A vs B	10	BGC0002567	0.40000000000000002
A vs B	10	BGC0002568	0
A vs B	10	BGC0002569	0.20000000000000001
