base_BGC	label	plot_class	any_saccharide	pure_saccharide	source_row_IDs	source_row_indices	augmentation_suffixes	n_augmentations	UMAP1	UMAP2
BGC0000421	NRP	NRP	False	False	"[""BGC0000421_-1"", ""BGC0000421_0"", ""BGC0000421_1"", ""BGC0000421_2"", ""BGC0000421_3""]"	[1966, 1965, 1967, 1968, 1969]	[-1, 0, 1, 2, 3]	5	-5.5308117866516113	8.2836475372314453
BGC0000422	NRP	NRP	False	False	"[""BGC0000422_-1"", ""BGC0000422_0"", ""BGC0000422_1"", ""BGC0000422_2"", ""BGC0000422_3""]"	[1971, 1970, 1972, 1973, 1974]	[-1, 0, 1, 2, 3]	5	-6.0192327499389648	9.292210578918457
BGC0000423	NRP	NRP	False	False	"[""BGC0000423_-1"", ""BGC0000423_0"", ""BGC0000423_1"", ""BGC0000423_2"", ""BGC0000423_3""]"	[1976, 1975, 1977, 1978, 1979]	[-1, 0, 1, 2, 3]	5	-4.9834394454956055	9.7011852264404297
BGC0000424	NRP	NRP	False	False	"[""BGC0000424_-1"", ""BGC0000424_0"", ""BGC0000424_1"", ""BGC0000424_2"", ""BGC0000424_3""]"	[1981, 1980, 1982, 1983, 1984]	[-1, 0, 1, 2, 3]	5	-3.7880733013153076	8.4049367904663086
BGC0000425	NRP	NRP	False	False	"[""BGC0000425_-1"", ""BGC0000425_0"", ""BGC0000425_1"", ""BGC0000425_2"", ""BGC0000425_3""]"	[1986, 1985, 1987, 1988, 1989]	[-1, 0, 1, 2, 3]	5	-5.9440774917602539	8.5058698654174805
BGC0000426	NRP	NRP	False	False	"[""BGC0000426_-1"", ""BGC0000426_0"", ""BGC0000426_1"", ""BGC0000426_2"", ""BGC0000426_3""]"	[1991, 1990, 1992, 1993, 1994]	[-1, 0, 1, 2, 3]	5	-5.7948250770568848	9.3382720947265625
BGC0000427	NRP	NRP	False	False	"[""BGC0000427_-1"", ""BGC0000427_0"", ""BGC0000427_1"", ""BGC0000427_2"", ""BGC0000427_3""]"	[1996, 1995, 1997, 1998, 1999]	[-1, 0, 1, 2, 3]	5	9.2576732635498047	3.9921317100524902
BGC0000428	NRP	NRP	False	False	"[""BGC0000428_-1"", ""BGC0000428_0"", ""BGC0000428_1"", ""BGC0000428_2"", ""BGC0000428_3""]"	[2001, 2000, 2002, 2003, 2004]	[-1, 0, 1, 2, 3]	5	-4.5740690231323242	10.387852668762207
BGC0000429	NRP Polyketide	Hybrid	False	False	"[""BGC0000429_-1"", ""BGC0000429_0"", ""BGC0000429_1"", ""BGC0000429_2"", ""BGC0000429_3""]"	[2006, 2005, 2007, 2008, 2009]	[-1, 0, 1, 2, 3]	5	-6.4122114181518555	8.5064783096313477
BGC0000430	NRP Polyketide	Hybrid	False	False	"[""BGC0000430_-1"", ""BGC0000430_0"", ""BGC0000430_1"", ""BGC0000430_2"", ""BGC0000430_3""]"	[2011, 2010, 2012, 2013, 2014]	[-1, 0, 1, 2, 3]	5	-2.7905776500701904	4.9260663986206055
BGC0000431	NRP	NRP	False	False	"[""BGC0000431_-1"", ""BGC0000431_0"", ""BGC0000431_1"", ""BGC0000431_2"", ""BGC0000431_3""]"	[2016, 2015, 2017, 2018, 2019]	[-1, 0, 1, 2, 3]	5	-4.7914762496948242	9.4297676086425781
BGC0000432	NRP	NRP	False	False	"[""BGC0000432_-1"", ""BGC0000432_0"", ""BGC0000432_1"", ""BGC0000432_2"", ""BGC0000432_3""]"	[2021, 2020, 2022, 2023, 2024]	[-1, 0, 1, 2, 3]	5	-4.918604850769043	9.6067180633544922
BGC0000433	NRP	NRP	False	False	"[""BGC0000433_-1"", ""BGC0000433_0"", ""BGC0000433_1"", ""BGC0000433_2"", ""BGC0000433_3""]"	[2026, 2025, 2027, 2028, 2029]	[-1, 0, 1, 2, 3]	5	-4.5681142807006836	8.3413162231445312
BGC0000434	NRP	NRP	False	False	"[""BGC0000434_-1"", ""BGC0000434_0"", ""BGC0000434_1"", ""BGC0000434_2"", ""BGC0000434_3""]"	[2031, 2030, 2032, 2033, 2034]	[-1, 0, 1, 2, 3]	5	-4.6424341201782227	9.4208135604858398
BGC0000435	NRP	NRP	False	False	"[""BGC0000435_-1"", ""BGC0000435_0"", ""BGC0000435_1"", ""BGC0000435_2"", ""BGC0000435_3""]"	[2036, 2035, 2037, 2038, 2039]	[-1, 0, 1, 2, 3]	5	-5.3389320373535156	8.4701919555664062
BGC0000436	NRP	NRP	False	False	"[""BGC0000436_-1"", ""BGC0000436_0"", ""BGC0000436_1"", ""BGC0000436_2"", ""BGC0000436_3""]"	[2041, 2040, 2042, 2043, 2044]	[-1, 0, 1, 2, 3]	5	-5.4676551818847656	8.2435941696166992
BGC0000437	NRP	NRP	False	False	"[""BGC0000437_-1"", ""BGC0000437_0"", ""BGC0000437_1"", ""BGC0000437_2"", ""BGC0000437_3""]"	[2046, 2045, 2047, 2048, 2049]	[-1, 0, 1, 2, 3]	5	-6.203864574432373	8.5282917022705078
BGC0000438	NRP	NRP	False	False	"[""BGC0000438_-1"", ""BGC0000438_0"", ""BGC0000438_1"", ""BGC0000438_2"", ""BGC0000438_3""]"	[2051, 2050, 2052, 2053, 2054]	[-1, 0, 1, 2, 3]	5	-6.0149259567260742	8.3106698989868164
BGC0000439	NRP	NRP	False	False	"[""BGC0000439_-1"", ""BGC0000439_0"", ""BGC0000439_1"", ""BGC0000439_2"", ""BGC0000439_3""]"	[2056, 2055, 2057, 2058, 2059]	[-1, 0, 1, 2, 3]	5	-4.9316134452819824	9.9569931030273438
BGC0000440	NRP	NRP	False	False	"[""BGC0000440_-1"", ""BGC0000440_0"", ""BGC0000440_1"", ""BGC0000440_2"", ""BGC0000440_3""]"	[2061, 2060, 2062, 2063, 2064]	[-1, 0, 1, 2, 3]	5	-4.7104082107543945	10.358156204223633
BGC0000441	NRP	NRP	False	False	"[""BGC0000441_-1"", ""BGC0000441_0"", ""BGC0000441_1"", ""BGC0000441_2"", ""BGC0000441_3""]"	[2066, 2065, 2067, 2068, 2069]	[-1, 0, 1, 2, 3]	5	-4.8212060928344727	10.296660423278809
BGC0000442	NRP	NRP	False	False	"[""BGC0000442_-1"", ""BGC0000442_0"", ""BGC0000442_1"", ""BGC0000442_2"", ""BGC0000442_3""]"	[2071, 2070, 2072, 2073, 2074]	[-1, 0, 1, 2, 3]	5	-3.4001331329345703	8.388911247253418
BGC0000443	NRP	NRP	False	False	"[""BGC0000443_-1"", ""BGC0000443_0"", ""BGC0000443_1"", ""BGC0000443_2"", ""BGC0000443_3""]"	[2076, 2075, 2077, 2078, 2079]	[-1, 0, 1, 2, 3]	5	-5.7863092422485352	8.5297374725341797
BGC0000444	NRP	NRP	False	False	"[""BGC0000444_-1"", ""BGC0000444_0"", ""BGC0000444_1"", ""BGC0000444_2"", ""BGC0000444_3""]"	[2081, 2080, 2082, 2083, 2084]	[-1, 0, 1, 2, 3]	5	-4.7669849395751953	9.4054059982299805
BGC0000445	NRP	NRP	False	False	"[""BGC0000445_-1"", ""BGC0000445_0"", ""BGC0000445_1"", ""BGC0000445_2"", ""BGC0000445_3""]"	[2086, 2085, 2087, 2088, 2089]	[-1, 0, 1, 2, 3]	5	-4.8447575569152832	9.7019281387329102
BGC0000446	NRP	NRP	False	False	"[""BGC0000446_-1"", ""BGC0000446_0"", ""BGC0000446_1"", ""BGC0000446_2"", ""BGC0000446_3""]"	[2091, 2090, 2092, 2093, 2094]	[-1, 0, 1, 2, 3]	5	-4.0920147895812988	8.4936532974243164
BGC0000447	NRP	NRP	False	False	"[""BGC0000447_-1"", ""BGC0000447_0"", ""BGC0000447_1"", ""BGC0000447_2"", ""BGC0000447_3""]"	[2096, 2095, 2097, 2098, 2099]	[-1, 0, 1, 2, 3]	5	-5.7411422729492188	8.4505338668823242
BGC0000448	NRP	NRP	False	False	"[""BGC0000448_-1"", ""BGC0000448_0"", ""BGC0000448_1"", ""BGC0000448_2"", ""BGC0000448_3""]"	[2101, 2100, 2102, 2103, 2104]	[-1, 0, 1, 2, 3]	5	-5.029228687286377	9.1865987777709961
BGC0000449	NRP	NRP	False	False	"[""BGC0000449_-1"", ""BGC0000449_0"", ""BGC0000449_1"", ""BGC0000449_2"", ""BGC0000449_3""]"	[2106, 2105, 2107, 2108, 2109]	[-1, 0, 1, 2, 3]	5	-5.5781426429748535	8.7264909744262695
BGC0000450	NRP	NRP	False	False	"[""BGC0000450_-1"", ""BGC0000450_0"", ""BGC0000450_1"", ""BGC0000450_2"", ""BGC0000450_3""]"	[2111, 2110, 2112, 2113, 2114]	[-1, 0, 1, 2, 3]	5	-5.495600700378418	9.0181417465209961
BGC0000451	NRP	NRP	False	False	"[""BGC0000451_-1"", ""BGC0000451_0"", ""BGC0000451_1"", ""BGC0000451_2"", ""BGC0000451_3""]"	[2116, 2115, 2117, 2118, 2119]	[-1, 0, 1, 2, 3]	5	-4.3420171737670898	8.9340696334838867
BGC0000452	NRP	NRP	False	False	"[""BGC0000452_-1"", ""BGC0000452_0"", ""BGC0000452_1"", ""BGC0000452_2"", ""BGC0000452_3""]"	[2121, 2120, 2122, 2123, 2124]	[-1, 0, 1, 2, 3]	5	-4.6870412826538086	8.1067686080932617
BGC0000453	NRP	NRP	False	False	"[""BGC0000453_-1"", ""BGC0000453_0"", ""BGC0000453_1"", ""BGC0000453_2"", ""BGC0000453_3""]"	[2126, 2125, 2127, 2128, 2129]	[-1, 0, 1, 2, 3]	5	9.5051279067993164	2.5803015232086182
BGC0000454	NRP	NRP	False	False	"[""BGC0000454_-1"", ""BGC0000454_0"", ""BGC0000454_1"", ""BGC0000454_2"", ""BGC0000454_3""]"	[2131, 2130, 2132, 2133, 2134]	[-1, 0, 1, 2, 3]	5	-3.6592826843261719	8.7491941452026367
BGC0000455	NRP	NRP	False	False	"[""BGC0000455_-1"", ""BGC0000455_0"", ""BGC0000455_1"", ""BGC0000455_2"", ""BGC0000455_3""]"	[2136, 2135, 2137, 2138, 2139]	[-1, 0, 1, 2, 3]	5	-4.8109235763549805	10.301076889038086
BGC0000457	NRP	NRP	False	False	"[""BGC0000457_-1"", ""BGC0000457_0"", ""BGC0000457_1"", ""BGC0000457_2"", ""BGC0000457_3""]"	[2141, 2140, 2142, 2143, 2144]	[-1, 0, 1, 2, 3]	5	-4.322598934173584	8.7062234878540039
BGC0000458	NRP	NRP	False	False	"[""BGC0000458_-1"", ""BGC0000458_0"", ""BGC0000458_1"", ""BGC0000458_2"", ""BGC0000458_3""]"	[2146, 2145, 2147, 2148, 2149]	[-1, 0, 1, 2, 3]	5	-4.7748112678527832	10.114702224731445
BGC0000459	NRP Polyketide	Hybrid	False	False	"[""BGC0000459_-1"", ""BGC0000459_0"", ""BGC0000459_1"", ""BGC0000459_2"", ""BGC0000459_3""]"	[2151, 2150, 2152, 2153, 2154]	[-1, 0, 1, 2, 3]	5	-3.2715654373168945	3.118736743927002
BGC0000460	NRP	NRP	False	False	"[""BGC0000460_-1"", ""BGC0000460_0"", ""BGC0000460_1"", ""BGC0000460_2"", ""BGC0000460_3""]"	[2156, 2155, 2157, 2158, 2159]	[-1, 0, 1, 2, 3]	5	-3.8667986392974854	8.3888044357299805
BGC0000461	NRP	NRP	False	False	"[""BGC0000461_-1"", ""BGC0000461_0"", ""BGC0000461_1"", ""BGC0000461_2"", ""BGC0000461_3""]"	[2161, 2160, 2162, 2163, 2164]	[-1, 0, 1, 2, 3]	5	-6.0682344436645508	8.8446054458618164
BGC0000464	NRP	NRP	False	False	"[""BGC0000464_-1"", ""BGC0000464_0"", ""BGC0000464_1"", ""BGC0000464_2"", ""BGC0000464_3""]"	[2166, 2165, 2167, 2168, 2169]	[-1, 0, 1, 2, 3]	5	-5.1809983253479004	8.0315227508544922
BGC0000465	NRP	NRP	False	False	"[""BGC0000465_-1"", ""BGC0000465_0"", ""BGC0000465_1"", ""BGC0000465_2"", ""BGC0000465_3""]"	[2171, 2170, 2172, 2173, 2174]	[-1, 0, 1, 2, 3]	5	-4.8153924942016602	8.0601377487182617
BGC0000466	NRP	NRP	False	False	"[""BGC0000466_-1"", ""BGC0000466_0"", ""BGC0000466_1"", ""BGC0000466_2"", ""BGC0000466_3""]"	[2176, 2175, 2177, 2178, 2179]	[-1, 0, 1, 2, 3]	5	9.5479145050048828	4.8266711235046387
BGC0000467	NRP	NRP	False	False	"[""BGC0000467_-1"", ""BGC0000467_0"", ""BGC0000467_1"", ""BGC0000467_2"", ""BGC0000467_3""]"	[2181, 2180, 2182, 2183, 2184]	[-1, 0, 1, 2, 3]	5	-3.9173686504364014	1.6829720735549927
BGC0000468	RiPP	RiPP	False	False	"[""BGC0000468_-1"", ""BGC0000468_0"", ""BGC0000468_1"", ""BGC0000468_2"", ""BGC0000468_3""]"	[2186, 2185, 2187, 2188, 2189]	[-1, 0, 1, 2, 3]	5	12.911972045898438	1.8311644792556763
BGC0000469	RiPP	RiPP	False	False	"[""BGC0000469_-1"", ""BGC0000469_0"", ""BGC0000469_1"", ""BGC0000469_2"", ""BGC0000469_3""]"	[2191, 2190, 2192, 2193, 2194]	[-1, 0, 1, 2, 3]	5	14.063823699951172	0.99975615739822388
BGC0000470	RiPP	RiPP	False	False	"[""BGC0000470_-1"", ""BGC0000470_0"", ""BGC0000470_1"", ""BGC0000470_2"", ""BGC0000470_3""]"	[2196, 2195, 2197, 2198, 2199]	[-1, 0, 1, 2, 3]	5	14.342524528503418	1.341401219367981
BGC0000471	RiPP	RiPP	False	False	"[""BGC0000471_-1"", ""BGC0000471_0"", ""BGC0000471_1"", ""BGC0000471_2"", ""BGC0000471_3""]"	[2201, 2200, 2202, 2203, 2204]	[-1, 0, 1, 2, 3]	5	15.68548583984375	0.088573507964611053
BGC0000472	RiPP	RiPP	False	False	"[""BGC0000472_-1"", ""BGC0000472_0"", ""BGC0000472_1"", ""BGC0000472_2"", ""BGC0000472_3""]"	[2206, 2205, 2207, 2208, 2209]	[-1, 0, 1, 2, 3]	5	14.198824882507324	0.86368256807327271
BGC0000473	RiPP	RiPP	False	False	"[""BGC0000473_-1"", ""BGC0000473_0"", ""BGC0000473_1"", ""BGC0000473_2"", ""BGC0000473_3""]"	[2211, 2210, 2212, 2213, 2214]	[-1, 0, 1, 2, 3]	5	15.369197845458984	-0.36361804604530334
BGC0000474	RiPP	RiPP	False	False	"[""BGC0000474_-1"", ""BGC0000474_0"", ""BGC0000474_1"", ""BGC0000474_2"", ""BGC0000474_3""]"	[2216, 2215, 2217, 2218, 2219]	[-1, 0, 1, 2, 3]	5	14.442423820495605	1.1451045274734497
BGC0000475	RiPP	RiPP	False	False	"[""BGC0000475_-1"", ""BGC0000475_0"", ""BGC0000475_1"", ""BGC0000475_2"", ""BGC0000475_3""]"	[2221, 2220, 2222, 2223, 2224]	[-1, 0, 1, 2, 3]	5	14.587940216064453	0.73179179430007935
BGC0000476	RiPP	RiPP	False	False	"[""BGC0000476_-1"", ""BGC0000476_0"", ""BGC0000476_1"", ""BGC0000476_2"", ""BGC0000476_3""]"	[2226, 2225, 2227, 2228, 2229]	[-1, 0, 1, 2, 3]	5	13.182397842407227	1.7563972473144531
BGC0000477	RiPP	RiPP	False	False	"[""BGC0000477_-1"", ""BGC0000477_0"", ""BGC0000477_1"", ""BGC0000477_2"", ""BGC0000477_3""]"	[2231, 2230, 2232, 2233, 2234]	[-1, 0, 1, 2, 3]	5	15.609199523925781	0.40578818321228027
BGC0000478	RiPP	RiPP	False	False	"[""BGC0000478_-1"", ""BGC0000478_0"", ""BGC0000478_1"", ""BGC0000478_2"", ""BGC0000478_3""]"	[2236, 2235, 2237, 2238, 2239]	[-1, 0, 1, 2, 3]	5	14.715737342834473	0.9013555645942688
BGC0000479	RiPP	RiPP	False	False	"[""BGC0000479_-1"", ""BGC0000479_0"", ""BGC0000479_1"", ""BGC0000479_2"", ""BGC0000479_3""]"	[2241, 2240, 2242, 2243, 2244]	[-1, 0, 1, 2, 3]	5	14.543108940124512	0.53421252965927124
BGC0000480	RiPP	RiPP	False	False	"[""BGC0000480_-1"", ""BGC0000480_0"", ""BGC0000480_1"", ""BGC0000480_2"", ""BGC0000480_3""]"	[2246, 2245, 2247, 2248, 2249]	[-1, 0, 1, 2, 3]	5	15.541512489318848	0.51672548055648804
BGC0000481	RiPP	RiPP	False	False	"[""BGC0000481_-1"", ""BGC0000481_0"", ""BGC0000481_1"", ""BGC0000481_2"", ""BGC0000481_3""]"	[2251, 2250, 2252, 2253, 2254]	[-1, 0, 1, 2, 3]	5	13.852565765380859	1.1067899465560913
BGC0000482	RiPP	RiPP	False	False	"[""BGC0000482_-1"", ""BGC0000482_0"", ""BGC0000482_1"", ""BGC0000482_2"", ""BGC0000482_3""]"	[2256, 2255, 2257, 2258, 2259]	[-1, 0, 1, 2, 3]	5	15.318844795227051	0.6127898097038269
BGC0000483	RiPP	RiPP	False	False	"[""BGC0000483_-1"", ""BGC0000483_0"", ""BGC0000483_1"", ""BGC0000483_2"", ""BGC0000483_3""]"	[2261, 2260, 2262, 2263, 2264]	[-1, 0, 1, 2, 3]	5	12.279296875	2.3606832027435303
BGC0000484	RiPP	RiPP	False	False	"[""BGC0000484_-1"", ""BGC0000484_0"", ""BGC0000484_1"", ""BGC0000484_2"", ""BGC0000484_3""]"	[2266, 2265, 2267, 2268, 2269]	[-1, 0, 1, 2, 3]	5	15.181199073791504	0.46493664383888245
BGC0000485	RiPP	RiPP	False	False	"[""BGC0000485_-1"", ""BGC0000485_0"", ""BGC0000485_1"", ""BGC0000485_2"", ""BGC0000485_3""]"	[2271, 2270, 2272, 2273, 2274]	[-1, 0, 1, 2, 3]	5	11.090377807617188	1.9447691440582275
BGC0000486	RiPP	RiPP	False	False	"[""BGC0000486_-1"", ""BGC0000486_0"", ""BGC0000486_1"", ""BGC0000486_2"", ""BGC0000486_3""]"	[2276, 2275, 2277, 2278, 2279]	[-1, 0, 1, 2, 3]	5	12.493473052978516	2.2343423366546631
BGC0000487	RiPP	RiPP	False	False	"[""BGC0000487_-1"", ""BGC0000487_0"", ""BGC0000487_1"", ""BGC0000487_2"", ""BGC0000487_3""]"	[2281, 2280, 2282, 2283, 2284]	[-1, 0, 1, 2, 3]	5	12.926586151123047	1.9196398258209229
BGC0000488	RiPP	RiPP	False	False	"[""BGC0000488_-1"", ""BGC0000488_0"", ""BGC0000488_1"", ""BGC0000488_2"", ""BGC0000488_3""]"	[2286, 2285, 2287, 2288, 2289]	[-1, 0, 1, 2, 3]	5	13.358304023742676	1.7239005565643311
BGC0000489	RiPP	RiPP	False	False	"[""BGC0000489_-1"", ""BGC0000489_0"", ""BGC0000489_1"", ""BGC0000489_2"", ""BGC0000489_3""]"	[2291, 2290, 2292, 2293, 2294]	[-1, 0, 1, 2, 3]	5	12.631476402282715	2.0997509956359863
BGC0000490	RiPP	RiPP	False	False	"[""BGC0000490_-1"", ""BGC0000490_0"", ""BGC0000490_1"", ""BGC0000490_2"", ""BGC0000490_3""]"	[2296, 2295, 2297, 2298, 2299]	[-1, 0, 1, 2, 3]	5	12.836576461791992	1.9139746427536011
BGC0000491	RiPP	RiPP	False	False	"[""BGC0000491_-1"", ""BGC0000491_0"", ""BGC0000491_1"", ""BGC0000491_2"", ""BGC0000491_3""]"	[2301, 2300, 2302, 2303, 2304]	[-1, 0, 1, 2, 3]	5	13.19438648223877	1.792725682258606
BGC0000492	RiPP	RiPP	False	False	"[""BGC0000492_-1"", ""BGC0000492_0"", ""BGC0000492_1"", ""BGC0000492_2"", ""BGC0000492_3""]"	[2306, 2305, 2307, 2308, 2309]	[-1, 0, 1, 2, 3]	5	11.441184997558594	2.6956431865692139
BGC0000493	RiPP	RiPP	False	False	"[""BGC0000493_-1"", ""BGC0000493_0"", ""BGC0000493_1"", ""BGC0000493_2"", ""BGC0000493_3""]"	[2311, 2310, 2312, 2313, 2314]	[-1, 0, 1, 2, 3]	5	9.6922941207885742	1.9901225566864014
BGC0000494	RiPP	RiPP	False	False	"[""BGC0000494_-1"", ""BGC0000494_0"", ""BGC0000494_1"", ""BGC0000494_2"", ""BGC0000494_3""]"	[2316, 2315, 2317, 2318, 2319]	[-1, 0, 1, 2, 3]	5	12.78775691986084	1.9680742025375366
BGC0000495	RiPP	RiPP	False	False	"[""BGC0000495_-1"", ""BGC0000495_0"", ""BGC0000495_1"", ""BGC0000495_2"", ""BGC0000495_3""]"	[2321, 2320, 2322, 2323, 2324]	[-1, 0, 1, 2, 3]	5	14.270096778869629	1.4398846626281738
BGC0000496	RiPP	RiPP	False	False	"[""BGC0000496_-1"", ""BGC0000496_0"", ""BGC0000496_1"", ""BGC0000496_2"", ""BGC0000496_3""]"	[2326, 2325, 2327, 2328, 2329]	[-1, 0, 1, 2, 3]	5	13.636871337890625	1.2507491111755371
BGC0000497	RiPP	RiPP	False	False	"[""BGC0000497_-1"", ""BGC0000497_0"", ""BGC0000497_1"", ""BGC0000497_2"", ""BGC0000497_3""]"	[2331, 2330, 2332, 2333, 2334]	[-1, 0, 1, 2, 3]	5	15.118255615234375	1.007940411567688
BGC0000498	RiPP	RiPP	False	False	"[""BGC0000498_-1"", ""BGC0000498_0"", ""BGC0000498_1"", ""BGC0000498_2"", ""BGC0000498_3""]"	[2336, 2335, 2337, 2338, 2339]	[-1, 0, 1, 2, 3]	5	15.138812065124512	0.4435809850692749
BGC0000499	RiPP	RiPP	False	False	"[""BGC0000499_-1"", ""BGC0000499_0"", ""BGC0000499_1"", ""BGC0000499_2"", ""BGC0000499_3""]"	[2341, 2340, 2342, 2343, 2344]	[-1, 0, 1, 2, 3]	5	15.262594223022461	0.24259164929389954
BGC0000500	RiPP	RiPP	False	False	"[""BGC0000500_-1"", ""BGC0000500_0"", ""BGC0000500_1"", ""BGC0000500_2"", ""BGC0000500_3""]"	[2346, 2345, 2347, 2348, 2349]	[-1, 0, 1, 2, 3]	5	15.384836196899414	-0.097779326140880585
BGC0000501	RiPP	RiPP	False	False	"[""BGC0000501_-1"", ""BGC0000501_0"", ""BGC0000501_1"", ""BGC0000501_2"", ""BGC0000501_3""]"	[2351, 2350, 2352, 2353, 2354]	[-1, 0, 1, 2, 3]	5	14.895657539367676	1.1202200651168823
BGC0000502	RiPP	RiPP	False	False	"[""BGC0000502_-1"", ""BGC0000502_0"", ""BGC0000502_1"", ""BGC0000502_2"", ""BGC0000502_3""]"	[2356, 2355, 2357, 2358, 2359]	[-1, 0, 1, 2, 3]	5	14.597563743591309	0.52169179916381836
BGC0000503	RiPP	RiPP	False	False	"[""BGC0000503_-1"", ""BGC0000503_0"", ""BGC0000503_1"", ""BGC0000503_2"", ""BGC0000503_3""]"	[2361, 2360, 2362, 2363, 2364]	[-1, 0, 1, 2, 3]	5	14.112512588500977	1.5645003318786621
BGC0000504	RiPP	RiPP	False	False	"[""BGC0000504_-1"", ""BGC0000504_0"", ""BGC0000504_1"", ""BGC0000504_2"", ""BGC0000504_3""]"	[2366, 2365, 2367, 2368, 2369]	[-1, 0, 1, 2, 3]	5	14.979066848754883	0.60437405109405518
BGC0000505	RiPP	RiPP	False	False	"[""BGC0000505_-1"", ""BGC0000505_0"", ""BGC0000505_1"", ""BGC0000505_2"", ""BGC0000505_3""]"	[2371, 2370, 2372, 2373, 2374]	[-1, 0, 1, 2, 3]	5	10.898744583129883	4.3200058937072754
BGC0000506	RiPP	RiPP	False	False	"[""BGC0000506_-1"", ""BGC0000506_0"", ""BGC0000506_1"", ""BGC0000506_2"", ""BGC0000506_3""]"	[2376, 2375, 2377, 2378, 2379]	[-1, 0, 1, 2, 3]	5	15.415639877319336	0.59068429470062256
BGC0000507	RiPP	RiPP	False	False	"[""BGC0000507_-1"", ""BGC0000507_0"", ""BGC0000507_1"", ""BGC0000507_2"", ""BGC0000507_3""]"	[2381, 2380, 2382, 2383, 2384]	[-1, 0, 1, 2, 3]	5	14.455264091491699	1.3012816905975342
BGC0000508	RiPP	RiPP	False	False	"[""BGC0000508_-1"", ""BGC0000508_0"", ""BGC0000508_1"", ""BGC0000508_2"", ""BGC0000508_3""]"	[2386, 2385, 2387, 2388, 2389]	[-1, 0, 1, 2, 3]	5	13.415668487548828	1.6983793973922729
BGC0000509	RiPP	RiPP	False	False	"[""BGC0000509_-1"", ""BGC0000509_0"", ""BGC0000509_1"", ""BGC0000509_2"", ""BGC0000509_3""]"	[2391, 2390, 2392, 2393, 2394]	[-1, 0, 1, 2, 3]	5	14.423518180847168	1.2794684171676636
BGC0000510	RiPP	RiPP	False	False	"[""BGC0000510_-1"", ""BGC0000510_0"", ""BGC0000510_1"", ""BGC0000510_2"", ""BGC0000510_3""]"	[2396, 2395, 2397, 2398, 2399]	[-1, 0, 1, 2, 3]	5	12.849071502685547	1.8718982934951782
BGC0000511	RiPP	RiPP	False	False	"[""BGC0000511_-1"", ""BGC0000511_0"", ""BGC0000511_1"", ""BGC0000511_2"", ""BGC0000511_3""]"	[2401, 2400, 2402, 2403, 2404]	[-1, 0, 1, 2, 3]	5	15.009701728820801	0.84602522850036621
BGC0000513	RiPP	RiPP	False	False	"[""BGC0000513_-1"", ""BGC0000513_0"", ""BGC0000513_1"", ""BGC0000513_2"", ""BGC0000513_3""]"	[2406, 2405, 2407, 2408, 2409]	[-1, 0, 1, 2, 3]	5	15.058417320251465	0.96864867210388184
BGC0000514	RiPP	RiPP	False	False	"[""BGC0000514_-1"", ""BGC0000514_0"", ""BGC0000514_1"", ""BGC0000514_2"", ""BGC0000514_3""]"	[2411, 2410, 2412, 2413, 2414]	[-1, 0, 1, 2, 3]	5	15.054409980773926	0.94469571113586426
BGC0000515	RiPP	RiPP	False	False	"[""BGC0000515_-1"", ""BGC0000515_0"", ""BGC0000515_1"", ""BGC0000515_2"", ""BGC0000515_3""]"	[2416, 2415, 2417, 2418, 2419]	[-1, 0, 1, 2, 3]	5	15.343464851379395	0.54887241125106812
BGC0000516	RiPP	RiPP	False	False	"[""BGC0000516_-1"", ""BGC0000516_0"", ""BGC0000516_1"", ""BGC0000516_2"", ""BGC0000516_3""]"	[2421, 2420, 2422, 2423, 2424]	[-1, 0, 1, 2, 3]	5	14.781452178955078	0.95016062259674072
BGC0000517	RiPP	RiPP	False	False	"[""BGC0000517_-1"", ""BGC0000517_0"", ""BGC0000517_1"", ""BGC0000517_2"", ""BGC0000517_3""]"	[2426, 2425, 2427, 2428, 2429]	[-1, 0, 1, 2, 3]	5	15.103131294250488	1.0423702001571655
BGC0000518	RiPP	RiPP	False	False	"[""BGC0000518_-1"", ""BGC0000518_0"", ""BGC0000518_1"", ""BGC0000518_2"", ""BGC0000518_3""]"	[2431, 2430, 2432, 2433, 2434]	[-1, 0, 1, 2, 3]	5	14.967074394226074	0.91879057884216309
BGC0000519	RiPP	RiPP	False	False	"[""BGC0000519_-1"", ""BGC0000519_0"", ""BGC0000519_1"", ""BGC0000519_2"", ""BGC0000519_3""]"	[2436, 2435, 2437, 2438, 2439]	[-1, 0, 1, 2, 3]	5	15.74522876739502	0.14289551973342896
BGC0000520	RiPP	RiPP	False	False	"[""BGC0000520_-1"", ""BGC0000520_0"", ""BGC0000520_1"", ""BGC0000520_2"", ""BGC0000520_3""]"	[2441, 2440, 2442, 2443, 2444]	[-1, 0, 1, 2, 3]	5	14.891823768615723	1.104460597038269
BGC0000521	RiPP	RiPP	False	False	"[""BGC0000521_-1"", ""BGC0000521_0"", ""BGC0000521_1"", ""BGC0000521_2"", ""BGC0000521_3""]"	[2446, 2445, 2447, 2448, 2449]	[-1, 0, 1, 2, 3]	5	14.876299858093262	0.85126578807830811
BGC0000522	RiPP	RiPP	False	False	"[""BGC0000522_-1"", ""BGC0000522_0"", ""BGC0000522_1"", ""BGC0000522_2"", ""BGC0000522_3""]"	[2451, 2450, 2452, 2453, 2454]	[-1, 0, 1, 2, 3]	5	14.07829475402832	1.5440951585769653
