base_BGC	label	plot_class	any_saccharide	pure_saccharide	source_row_IDs	source_row_indices	augmentation_suffixes	n_augmentations	UMAP1	UMAP2
BGC0000306	NRP	NRP	False	False	"[""BGC0000306_-1"", ""BGC0000306_0"", ""BGC0000306_1"", ""BGC0000306_2"", ""BGC0000306_3""]"	[1431, 1430, 1432, 1433, 1434]	[-1, 0, 1, 2, 3]	5	13.264406204223633	-1.7018651962280273
BGC0000307	NRP	NRP	False	False	"[""BGC0000307_-1"", ""BGC0000307_0"", ""BGC0000307_1"", ""BGC0000307_2"", ""BGC0000307_3""]"	[1436, 1435, 1437, 1438, 1439]	[-1, 0, 1, 2, 3]	5	11.312281608581543	-0.64592862129211426
BGC0000308	NRP	NRP	False	False	"[""BGC0000308_-1"", ""BGC0000308_0"", ""BGC0000308_1"", ""BGC0000308_2"", ""BGC0000308_3""]"	[1441, 1440, 1442, 1443, 1444]	[-1, 0, 1, 2, 3]	5	13.120399475097656	-1.7928279638290405
BGC0000309	NRP	NRP	False	False	"[""BGC0000309_-1"", ""BGC0000309_0"", ""BGC0000309_1"", ""BGC0000309_2"", ""BGC0000309_3""]"	[1446, 1445, 1447, 1448, 1449]	[-1, 0, 1, 2, 3]	5	12.847377777099609	-0.60943347215652466
BGC0000310	NRP	NRP	False	False	"[""BGC0000310_-1"", ""BGC0000310_0"", ""BGC0000310_1"", ""BGC0000310_2"", ""BGC0000310_3""]"	[1451, 1450, 1452, 1453, 1454]	[-1, 0, 1, 2, 3]	5	13.153932571411133	-0.55699253082275391
BGC0000311	NRP	NRP	False	False	"[""BGC0000311_-1"", ""BGC0000311_0"", ""BGC0000311_1"", ""BGC0000311_2"", ""BGC0000311_3""]"	[1456, 1455, 1457, 1458, 1459]	[-1, 0, 1, 2, 3]	5	12.406972885131836	-2.2853331565856934
BGC0000312	NRP	NRP	False	False	"[""BGC0000312_-1"", ""BGC0000312_0"", ""BGC0000312_1"", ""BGC0000312_2"", ""BGC0000312_3""]"	[1461, 1460, 1462, 1463, 1464]	[-1, 0, 1, 2, 3]	5	10.867209434509277	0.087076172232627869
BGC0000313	NRP	NRP	False	False	"[""BGC0000313_-1"", ""BGC0000313_0"", ""BGC0000313_1"", ""BGC0000313_2"", ""BGC0000313_3""]"	[1466, 1465, 1467, 1468, 1469]	[-1, 0, 1, 2, 3]	5	11.814455032348633	-0.56500595808029175
BGC0000314	NRP Polyketide Other	Hybrid	False	False	"[""BGC0000314_-1"", ""BGC0000314_0"", ""BGC0000314_1"", ""BGC0000314_2"", ""BGC0000314_3""]"	[1471, 1470, 1472, 1473, 1474]	[-1, 0, 1, 2, 3]	5	16.459938049316406	6.6366591453552246
BGC0000315	NRP	NRP	False	False	"[""BGC0000315_-1"", ""BGC0000315_0"", ""BGC0000315_1"", ""BGC0000315_2"", ""BGC0000315_3""]"	[1476, 1475, 1477, 1478, 1479]	[-1, 0, 1, 2, 3]	5	13.531204223632812	-1.5229295492172241
BGC0000316	NRP	NRP	False	False	"[""BGC0000316_-1"", ""BGC0000316_0"", ""BGC0000316_1"", ""BGC0000316_2"", ""BGC0000316_3""]"	[1481, 1480, 1482, 1483, 1484]	[-1, 0, 1, 2, 3]	5	13.100733757019043	-1.9164999723434448
BGC0000319	NRP	NRP	False	False	"[""BGC0000319_-1"", ""BGC0000319_0"", ""BGC0000319_1"", ""BGC0000319_2"", ""BGC0000319_3""]"	[1486, 1485, 1487, 1488, 1489]	[-1, 0, 1, 2, 3]	5	12.888801574707031	-1.426688551902771
BGC0000320	NRP	NRP	False	False	"[""BGC0000320_-1"", ""BGC0000320_0"", ""BGC0000320_1"", ""BGC0000320_2"", ""BGC0000320_3""]"	[1491, 1490, 1492, 1493, 1494]	[-1, 0, 1, 2, 3]	5	16.294715881347656	6.950007438659668
BGC0000321	NRP	NRP	False	False	"[""BGC0000321_-1"", ""BGC0000321_0"", ""BGC0000321_1"", ""BGC0000321_2"", ""BGC0000321_3""]"	[1496, 1495, 1497, 1498, 1499]	[-1, 0, 1, 2, 3]	5	11.876803398132324	-0.72618407011032104
BGC0000322	NRP	NRP	False	False	"[""BGC0000322_-1"", ""BGC0000322_0"", ""BGC0000322_1"", ""BGC0000322_2"", ""BGC0000322_3""]"	[1501, 1500, 1502, 1503, 1504]	[-1, 0, 1, 2, 3]	5	12.85836124420166	-0.92292088270187378
BGC0000323	NRP	NRP	False	False	"[""BGC0000323_-1"", ""BGC0000323_0"", ""BGC0000323_1"", ""BGC0000323_2"", ""BGC0000323_3""]"	[1506, 1505, 1507, 1508, 1509]	[-1, 0, 1, 2, 3]	5	13.792466163635254	-0.8674781322479248
BGC0000324	NRP	NRP	False	False	"[""BGC0000324_-1"", ""BGC0000324_0"", ""BGC0000324_1"", ""BGC0000324_2"", ""BGC0000324_3""]"	[1511, 1510, 1512, 1513, 1514]	[-1, 0, 1, 2, 3]	5	13.730690002441406	-1.6286569833755493
BGC0000325	NRP	NRP	False	False	"[""BGC0000325_-1"", ""BGC0000325_0"", ""BGC0000325_1"", ""BGC0000325_2"", ""BGC0000325_3""]"	[1516, 1515, 1517, 1518, 1519]	[-1, 0, 1, 2, 3]	5	12.193025588989258	-0.64382922649383545
BGC0000326	NRP	NRP	False	False	"[""BGC0000326_-1"", ""BGC0000326_0"", ""BGC0000326_1"", ""BGC0000326_2"", ""BGC0000326_3""]"	[1521, 1520, 1522, 1523, 1524]	[-1, 0, 1, 2, 3]	5	13.893458366394043	-0.44701433181762695
BGC0000327	NRP	NRP	False	False	"[""BGC0000327_-1"", ""BGC0000327_0"", ""BGC0000327_1"", ""BGC0000327_2"", ""BGC0000327_3""]"	[1526, 1525, 1527, 1528, 1529]	[-1, 0, 1, 2, 3]	5	12.616392135620117	-1.1219758987426758
BGC0000328	NRP	NRP	False	False	"[""BGC0000328_-1"", ""BGC0000328_0"", ""BGC0000328_1"", ""BGC0000328_2"", ""BGC0000328_3""]"	[1531, 1530, 1532, 1533, 1534]	[-1, 0, 1, 2, 3]	5	11.966683387756348	-1.1581844091415405
BGC0000329	NRP	NRP	False	False	"[""BGC0000329_-1"", ""BGC0000329_0"", ""BGC0000329_1"", ""BGC0000329_2"", ""BGC0000329_3""]"	[1536, 1535, 1537, 1538, 1539]	[-1, 0, 1, 2, 3]	5	13.302664756774902	-0.76987540721893311
BGC0000330	NRP	NRP	False	False	"[""BGC0000330_-1"", ""BGC0000330_0"", ""BGC0000330_1"", ""BGC0000330_2"", ""BGC0000330_3""]"	[1541, 1540, 1542, 1543, 1544]	[-1, 0, 1, 2, 3]	5	13.531085968017578	-0.48033955693244934
BGC0000331	NRP	NRP	False	False	"[""BGC0000331_-1"", ""BGC0000331_0"", ""BGC0000331_1"", ""BGC0000331_2"", ""BGC0000331_3""]"	[1546, 1545, 1547, 1548, 1549]	[-1, 0, 1, 2, 3]	5	13.372500419616699	-0.76926964521408081
BGC0000332	NRP	NRP	False	False	"[""BGC0000332_-1"", ""BGC0000332_0"", ""BGC0000332_1"", ""BGC0000332_2"", ""BGC0000332_3""]"	[1551, 1550, 1552, 1553, 1554]	[-1, 0, 1, 2, 3]	5	12.896366119384766	-0.35959863662719727
BGC0000333	NRP	NRP	False	False	"[""BGC0000333_-1"", ""BGC0000333_0"", ""BGC0000333_1"", ""BGC0000333_2"", ""BGC0000333_3""]"	[1556, 1555, 1557, 1558, 1559]	[-1, 0, 1, 2, 3]	5	13.768582344055176	-1.52653968334198
BGC0000334	NRP	NRP	False	False	"[""BGC0000334_-1"", ""BGC0000334_0"", ""BGC0000334_1"", ""BGC0000334_2"", ""BGC0000334_3""]"	[1561, 1560, 1562, 1563, 1564]	[-1, 0, 1, 2, 3]	5	16.565690994262695	6.8054795265197754
BGC0000335	NRP Polyketide	Hybrid	False	False	"[""BGC0000335_-1"", ""BGC0000335_0"", ""BGC0000335_1"", ""BGC0000335_2"", ""BGC0000335_3""]"	[1566, 1565, 1567, 1568, 1569]	[-1, 0, 1, 2, 3]	5	17.573818206787109	6.5760898590087891
BGC0000336	NRP	NRP	False	False	"[""BGC0000336_-1"", ""BGC0000336_0"", ""BGC0000336_1"", ""BGC0000336_2"", ""BGC0000336_3""]"	[1571, 1570, 1572, 1573, 1574]	[-1, 0, 1, 2, 3]	5	12.766905784606934	-2.0531928539276123
BGC0000337	NRP	NRP	False	False	"[""BGC0000337_-1"", ""BGC0000337_0"", ""BGC0000337_1"", ""BGC0000337_2"", ""BGC0000337_3""]"	[1576, 1575, 1577, 1578, 1579]	[-1, 0, 1, 2, 3]	5	10.902987480163574	0.15017202496528625
BGC0000339	NRP	NRP	False	False	"[""BGC0000339_-1"", ""BGC0000339_0"", ""BGC0000339_1"", ""BGC0000339_2"", ""BGC0000339_3""]"	[1581, 1580, 1582, 1583, 1584]	[-1, 0, 1, 2, 3]	5	12.729963302612305	-1.1661199331283569
BGC0000340	NRP	NRP	False	False	"[""BGC0000340_-1"", ""BGC0000340_0"", ""BGC0000340_1"", ""BGC0000340_2"", ""BGC0000340_3""]"	[1586, 1585, 1587, 1588, 1589]	[-1, 0, 1, 2, 3]	5	12.079495429992676	-2.1209912300109863
BGC0000341	NRP	NRP	False	False	"[""BGC0000341_-1"", ""BGC0000341_0"", ""BGC0000341_1"", ""BGC0000341_2"", ""BGC0000341_3""]"	[1591, 1590, 1592, 1593, 1594]	[-1, 0, 1, 2, 3]	5	12.91086483001709	-1.6377136707305908
BGC0000342	NRP	NRP	False	False	"[""BGC0000342_-1"", ""BGC0000342_0"", ""BGC0000342_1"", ""BGC0000342_2"", ""BGC0000342_3""]"	[1596, 1595, 1597, 1598, 1599]	[-1, 0, 1, 2, 3]	5	11.150217056274414	-0.40040189027786255
BGC0000343	NRP	NRP	False	False	"[""BGC0000343_-1"", ""BGC0000343_0"", ""BGC0000343_1"", ""BGC0000343_2"", ""BGC0000343_3""]"	[1601, 1600, 1602, 1603, 1604]	[-1, 0, 1, 2, 3]	5	13.128903388977051	-0.53131937980651855
BGC0000344	NRP	NRP	False	False	"[""BGC0000344_-1"", ""BGC0000344_0"", ""BGC0000344_1"", ""BGC0000344_2"", ""BGC0000344_3""]"	[1606, 1605, 1607, 1608, 1609]	[-1, 0, 1, 2, 3]	5	13.979065895080566	-1.0763541460037231
BGC0000345	NRP Polyketide	Hybrid	False	False	"[""BGC0000345_-1"", ""BGC0000345_0"", ""BGC0000345_1"", ""BGC0000345_2"", ""BGC0000345_3""]"	[1611, 1610, 1612, 1613, 1614]	[-1, 0, 1, 2, 3]	5	17.94293212890625	8.2816362380981445
BGC0000346	NRP Polyketide	Hybrid	False	False	"[""BGC0000346_-1"", ""BGC0000346_0"", ""BGC0000346_1"", ""BGC0000346_2"", ""BGC0000346_3""]"	[1616, 1615, 1617, 1618, 1619]	[-1, 0, 1, 2, 3]	5	17.962656021118164	8.3187017440795898
BGC0000347	NRP	NRP	False	False	"[""BGC0000347_-1"", ""BGC0000347_0"", ""BGC0000347_1"", ""BGC0000347_2"", ""BGC0000347_3""]"	[1621, 1620, 1622, 1623, 1624]	[-1, 0, 1, 2, 3]	5	12.902524948120117	-1.3782470226287842
BGC0000348	NRP	NRP	False	False	"[""BGC0000348_-1"", ""BGC0000348_0"", ""BGC0000348_1"", ""BGC0000348_2"", ""BGC0000348_3""]"	[1626, 1625, 1627, 1628, 1629]	[-1, 0, 1, 2, 3]	5	11.226626396179199	-0.5276457667350769
BGC0000349	NRP	NRP	False	False	"[""BGC0000349_-1"", ""BGC0000349_0"", ""BGC0000349_1"", ""BGC0000349_2"", ""BGC0000349_3""]"	[1631, 1630, 1632, 1633, 1634]	[-1, 0, 1, 2, 3]	5	14.10099983215332	-1.2978590726852417
BGC0000350	NRP	NRP	False	False	"[""BGC0000350_-1"", ""BGC0000350_0"", ""BGC0000350_1"", ""BGC0000350_2"", ""BGC0000350_3""]"	[1636, 1635, 1637, 1638, 1639]	[-1, 0, 1, 2, 3]	5	12.368364334106445	-0.95612585544586182
BGC0000351	NRP	NRP	False	False	"[""BGC0000351_-1"", ""BGC0000351_0"", ""BGC0000351_1"", ""BGC0000351_2"", ""BGC0000351_3""]"	[1641, 1640, 1642, 1643, 1644]	[-1, 0, 1, 2, 3]	5	12.819291114807129	-1.5668847560882568
BGC0000352	NRP	NRP	False	False	"[""BGC0000352_-1"", ""BGC0000352_0"", ""BGC0000352_1"", ""BGC0000352_2"", ""BGC0000352_3""]"	[1646, 1645, 1647, 1648, 1649]	[-1, 0, 1, 2, 3]	5	12.935223579406738	-0.96915775537490845
BGC0000353	NRP	NRP	False	False	"[""BGC0000353_-1"", ""BGC0000353_0"", ""BGC0000353_1"", ""BGC0000353_2"", ""BGC0000353_3""]"	[1651, 1650, 1652, 1653, 1654]	[-1, 0, 1, 2, 3]	5	14.481348991394043	-0.72906923294067383
BGC0000354	NRP	NRP	False	False	"[""BGC0000354_-1"", ""BGC0000354_0"", ""BGC0000354_1"", ""BGC0000354_2"", ""BGC0000354_3""]"	[1656, 1655, 1657, 1658, 1659]	[-1, 0, 1, 2, 3]	5	13.655567169189453	-1.5832722187042236
BGC0000355	NRP	NRP	False	False	"[""BGC0000355_-1"", ""BGC0000355_0"", ""BGC0000355_1"", ""BGC0000355_2"", ""BGC0000355_3""]"	[1661, 1660, 1662, 1663, 1664]	[-1, 0, 1, 2, 3]	5	12.868497848510742	-0.58843487501144409
BGC0000356	NRP Alkaloid	Hybrid	False	False	"[""BGC0000356_-1"", ""BGC0000356_0"", ""BGC0000356_1"", ""BGC0000356_2"", ""BGC0000356_3""]"	[1666, 1665, 1667, 1668, 1669]	[-1, 0, 1, 2, 3]	5	10.589864730834961	0.23388540744781494
BGC0000357	NRP	NRP	False	False	"[""BGC0000357_-1"", ""BGC0000357_0"", ""BGC0000357_1"", ""BGC0000357_2"", ""BGC0000357_3""]"	[1671, 1670, 1672, 1673, 1674]	[-1, 0, 1, 2, 3]	5	11.68620777130127	-0.35425809025764465
BGC0000359	NRP	NRP	False	False	"[""BGC0000359_-1"", ""BGC0000359_0"", ""BGC0000359_1"", ""BGC0000359_2"", ""BGC0000359_3""]"	[1676, 1675, 1677, 1678, 1679]	[-1, 0, 1, 2, 3]	5	13.514800071716309	-1.7120848894119263
BGC0000360	NRP	NRP	False	False	"[""BGC0000360_-1"", ""BGC0000360_0"", ""BGC0000360_1"", ""BGC0000360_2"", ""BGC0000360_3""]"	[1681, 1680, 1682, 1683, 1684]	[-1, 0, 1, 2, 3]	5	14.511995315551758	-0.70754116773605347
BGC0000362	NRP	NRP	False	False	"[""BGC0000362_-1"", ""BGC0000362_0"", ""BGC0000362_1"", ""BGC0000362_2"", ""BGC0000362_3""]"	[1686, 1685, 1687, 1688, 1689]	[-1, 0, 1, 2, 3]	5	12.922451019287109	-1.9341220855712891
BGC0000363	NRP	NRP	False	False	"[""BGC0000363_-1"", ""BGC0000363_0"", ""BGC0000363_1"", ""BGC0000363_2"", ""BGC0000363_3""]"	[1691, 1690, 1692, 1693, 1694]	[-1, 0, 1, 2, 3]	5	12.547919273376465	-1.9700573682785034
BGC0000364	NRP	NRP	False	False	"[""BGC0000364_-1"", ""BGC0000364_0"", ""BGC0000364_1"", ""BGC0000364_2"", ""BGC0000364_3""]"	[1696, 1695, 1697, 1698, 1699]	[-1, 0, 1, 2, 3]	5	12.555137634277344	-1.7648307085037231
BGC0000365	NRP	NRP	False	False	"[""BGC0000365_-1"", ""BGC0000365_0"", ""BGC0000365_1"", ""BGC0000365_2"", ""BGC0000365_3""]"	[1701, 1700, 1702, 1703, 1704]	[-1, 0, 1, 2, 3]	5	17.457412719726562	7.4678177833557129
BGC0000366	NRP	NRP	False	False	"[""BGC0000366_-1"", ""BGC0000366_0"", ""BGC0000366_1"", ""BGC0000366_2"", ""BGC0000366_3""]"	[1706, 1705, 1707, 1708, 1709]	[-1, 0, 1, 2, 3]	5	13.620360374450684	-1.6573139429092407
BGC0000367	NRP	NRP	False	False	"[""BGC0000367_-1"", ""BGC0000367_0"", ""BGC0000367_1"", ""BGC0000367_2"", ""BGC0000367_3""]"	[1711, 1710, 1712, 1713, 1714]	[-1, 0, 1, 2, 3]	5	13.982180595397949	-0.9638248085975647
BGC0000368	NRP	NRP	False	False	"[""BGC0000368_-1"", ""BGC0000368_0"", ""BGC0000368_1"", ""BGC0000368_2"", ""BGC0000368_3""]"	[1716, 1715, 1717, 1718, 1719]	[-1, 0, 1, 2, 3]	5	13.345699310302734	-1.6754782199859619
BGC0000369	NRP Saccharide	Hybrid	True	False	"[""BGC0000369_-1"", ""BGC0000369_0"", ""BGC0000369_1"", ""BGC0000369_2"", ""BGC0000369_3""]"	[1721, 1720, 1722, 1723, 1724]	[-1, 0, 1, 2, 3]	5	12.91630744934082	-0.67430019378662109
BGC0000371	NRP	NRP	False	False	"[""BGC0000371_-1"", ""BGC0000371_0"", ""BGC0000371_1"", ""BGC0000371_2"", ""BGC0000371_3""]"	[1726, 1725, 1727, 1728, 1729]	[-1, 0, 1, 2, 3]	5	12.918308258056641	-1.8301053047180176
BGC0000372	NRP	NRP	False	False	"[""BGC0000372_-1"", ""BGC0000372_0"", ""BGC0000372_1"", ""BGC0000372_2"", ""BGC0000372_3""]"	[1731, 1730, 1732, 1733, 1734]	[-1, 0, 1, 2, 3]	5	11.51197624206543	-0.23903846740722656
BGC0000373	NRP	NRP	False	False	"[""BGC0000373_-1"", ""BGC0000373_0"", ""BGC0000373_1"", ""BGC0000373_2"", ""BGC0000373_3""]"	[1736, 1735, 1737, 1738, 1739]	[-1, 0, 1, 2, 3]	5	13.640720367431641	-1.59056556224823
BGC0000374	NRP	NRP	False	False	"[""BGC0000374_-1"", ""BGC0000374_0"", ""BGC0000374_1"", ""BGC0000374_2"", ""BGC0000374_3""]"	[1741, 1740, 1742, 1743, 1744]	[-1, 0, 1, 2, 3]	5	13.899465560913086	-1.4005972146987915
BGC0000375	NRP	NRP	False	False	"[""BGC0000375_-1"", ""BGC0000375_0"", ""BGC0000375_1"", ""BGC0000375_2"", ""BGC0000375_3""]"	[1746, 1745, 1747, 1748, 1749]	[-1, 0, 1, 2, 3]	5	12.785414695739746	-1.4694445133209229
BGC0000376	NRP	NRP	False	False	"[""BGC0000376_-1"", ""BGC0000376_0"", ""BGC0000376_1"", ""BGC0000376_2"", ""BGC0000376_3""]"	[1751, 1750, 1752, 1753, 1754]	[-1, 0, 1, 2, 3]	5	14.281847953796387	-0.35227331519126892
BGC0000377	NRP	NRP	False	False	"[""BGC0000377_-1"", ""BGC0000377_0"", ""BGC0000377_1"", ""BGC0000377_2"", ""BGC0000377_3""]"	[1756, 1755, 1757, 1758, 1759]	[-1, 0, 1, 2, 3]	5	13.328385353088379	-0.8771548867225647
BGC0000378	NRP	NRP	False	False	"[""BGC0000378_-1"", ""BGC0000378_0"", ""BGC0000378_1"", ""BGC0000378_2"", ""BGC0000378_3""]"	[1761, 1760, 1762, 1763, 1764]	[-1, 0, 1, 2, 3]	5	12.962996482849121	-1.4618227481842041
BGC0000379	NRP	NRP	False	False	"[""BGC0000379_-1"", ""BGC0000379_0"", ""BGC0000379_1"", ""BGC0000379_2"", ""BGC0000379_3""]"	[1766, 1765, 1767, 1768, 1769]	[-1, 0, 1, 2, 3]	5	13.274216651916504	-1.7620373964309692
BGC0000380	NRP Polyketide	Hybrid	False	False	"[""BGC0000380_-1"", ""BGC0000380_0"", ""BGC0000380_1"", ""BGC0000380_2"", ""BGC0000380_3""]"	[1771, 1770, 1772, 1773, 1774]	[-1, 0, 1, 2, 3]	5	17.42137336730957	8.2398700714111328
BGC0000381	NRP	NRP	False	False	"[""BGC0000381_-1"", ""BGC0000381_0"", ""BGC0000381_1"", ""BGC0000381_2"", ""BGC0000381_3""]"	[1776, 1775, 1777, 1778, 1779]	[-1, 0, 1, 2, 3]	5	12.702020645141602	-0.94084560871124268
BGC0000382	NRP	NRP	False	False	"[""BGC0000382_-1"", ""BGC0000382_0"", ""BGC0000382_1"", ""BGC0000382_2"", ""BGC0000382_3""]"	[1781, 1780, 1782, 1783, 1784]	[-1, 0, 1, 2, 3]	5	11.635490417480469	-0.21519191563129425
BGC0000383	NRP Polyketide	Hybrid	False	False	"[""BGC0000383_-1"", ""BGC0000383_0"", ""BGC0000383_1"", ""BGC0000383_2"", ""BGC0000383_3""]"	[1786, 1785, 1787, 1788, 1789]	[-1, 0, 1, 2, 3]	5	17.079479217529297	7.1064095497131348
BGC0000384	NRP	NRP	False	False	"[""BGC0000384_-1"", ""BGC0000384_0"", ""BGC0000384_1"", ""BGC0000384_2"", ""BGC0000384_3""]"	[1791, 1790, 1792, 1793, 1794]	[-1, 0, 1, 2, 3]	5	11.367805480957031	-0.15307779610157013
BGC0000385	NRP	NRP	False	False	"[""BGC0000385_-1"", ""BGC0000385_0"", ""BGC0000385_1"", ""BGC0000385_2"", ""BGC0000385_3""]"	[1796, 1795, 1797, 1798, 1799]	[-1, 0, 1, 2, 3]	5	14.221940040588379	-0.47371041774749756
BGC0000386	NRP	NRP	False	False	"[""BGC0000386_-1"", ""BGC0000386_0"", ""BGC0000386_1"", ""BGC0000386_2"", ""BGC0000386_3""]"	[1801, 1800, 1802, 1803, 1804]	[-1, 0, 1, 2, 3]	5	13.942363739013672	-0.38593897223472595
BGC0000387	NRP	NRP	False	False	"[""BGC0000387_-1"", ""BGC0000387_0"", ""BGC0000387_1"", ""BGC0000387_2"", ""BGC0000387_3""]"	[1806, 1805, 1807, 1808, 1809]	[-1, 0, 1, 2, 3]	5	2.8023679256439209	1.6901469230651855
BGC0000388	NRP	NRP	False	False	"[""BGC0000388_-1"", ""BGC0000388_0"", ""BGC0000388_1"", ""BGC0000388_2"", ""BGC0000388_3""]"	[1811, 1810, 1812, 1813, 1814]	[-1, 0, 1, 2, 3]	5	13.212480545043945	-1.2321590185165405
BGC0000391	NRP	NRP	False	False	"[""BGC0000391_-1"", ""BGC0000391_0"", ""BGC0000391_1"", ""BGC0000391_2"", ""BGC0000391_3""]"	[1816, 1815, 1817, 1818, 1819]	[-1, 0, 1, 2, 3]	5	13.442233085632324	-0.92553526163101196
BGC0000392	NRP	NRP	False	False	"[""BGC0000392_-1"", ""BGC0000392_0"", ""BGC0000392_1"", ""BGC0000392_2"", ""BGC0000392_3""]"	[1821, 1820, 1822, 1823, 1824]	[-1, 0, 1, 2, 3]	5	13.762423515319824	-1.4895193576812744
BGC0000393	NRP Polyketide	Hybrid	False	False	"[""BGC0000393_-1"", ""BGC0000393_0"", ""BGC0000393_1"", ""BGC0000393_2"", ""BGC0000393_3""]"	[1826, 1825, 1827, 1828, 1829]	[-1, 0, 1, 2, 3]	5	13.118528366088867	-0.41141679883003235
BGC0000394	NRP	NRP	False	False	"[""BGC0000394_-1"", ""BGC0000394_0"", ""BGC0000394_1"", ""BGC0000394_2"", ""BGC0000394_3""]"	[1831, 1830, 1832, 1833, 1834]	[-1, 0, 1, 2, 3]	5	13.366296768188477	-1.3432835340499878
BGC0000395	NRP	NRP	False	False	"[""BGC0000395_-1"", ""BGC0000395_0"", ""BGC0000395_1"", ""BGC0000395_2"", ""BGC0000395_3""]"	[1836, 1835, 1837, 1838, 1839]	[-1, 0, 1, 2, 3]	5	13.768074035644531	-0.38673093914985657
BGC0000396	NRP	NRP	False	False	"[""BGC0000396_-1"", ""BGC0000396_0"", ""BGC0000396_1"", ""BGC0000396_2"", ""BGC0000396_3""]"	[1841, 1840, 1842, 1843, 1844]	[-1, 0, 1, 2, 3]	5	14.032041549682617	-0.34428834915161133
BGC0000397	NRP	NRP	False	False	"[""BGC0000397_-1"", ""BGC0000397_0"", ""BGC0000397_1"", ""BGC0000397_2"", ""BGC0000397_3""]"	[1846, 1845, 1847, 1848, 1849]	[-1, 0, 1, 2, 3]	5	12.975820541381836	-0.57305771112442017
BGC0000398	NRP	NRP	False	False	"[""BGC0000398_-1"", ""BGC0000398_0"", ""BGC0000398_1"", ""BGC0000398_2"", ""BGC0000398_3""]"	[1851, 1850, 1852, 1853, 1854]	[-1, 0, 1, 2, 3]	5	14.182368278503418	-0.45813983678817749
BGC0000399	NRP	NRP	False	False	"[""BGC0000399_-1"", ""BGC0000399_0"", ""BGC0000399_1"", ""BGC0000399_2"", ""BGC0000399_3""]"	[1856, 1855, 1857, 1858, 1859]	[-1, 0, 1, 2, 3]	5	14.193032264709473	-0.74730175733566284
BGC0000400	NRP	NRP	False	False	"[""BGC0000400_-1"", ""BGC0000400_0"", ""BGC0000400_1"", ""BGC0000400_2"", ""BGC0000400_3""]"	[1861, 1860, 1862, 1863, 1864]	[-1, 0, 1, 2, 3]	5	13.942911148071289	-0.58794432878494263
BGC0000401	NRP	NRP	False	False	"[""BGC0000401_-1"", ""BGC0000401_0"", ""BGC0000401_1"", ""BGC0000401_2"", ""BGC0000401_3""]"	[1866, 1865, 1867, 1868, 1869]	[-1, 0, 1, 2, 3]	5	14.093074798583984	-0.44122907519340515
BGC0000402	NRP	NRP	False	False	"[""BGC0000402_-1"", ""BGC0000402_0"", ""BGC0000402_1"", ""BGC0000402_2"", ""BGC0000402_3""]"	[1871, 1870, 1872, 1873, 1874]	[-1, 0, 1, 2, 3]	5	16.735263824462891	6.400123119354248
BGC0000403	NRP	NRP	False	False	"[""BGC0000403_-1"", ""BGC0000403_0"", ""BGC0000403_1"", ""BGC0000403_2"", ""BGC0000403_3""]"	[1876, 1875, 1877, 1878, 1879]	[-1, 0, 1, 2, 3]	5	12.696855545043945	-1.0331038236618042
BGC0000404	NRP	NRP	False	False	"[""BGC0000404_-1"", ""BGC0000404_0"", ""BGC0000404_1"", ""BGC0000404_2"", ""BGC0000404_3""]"	[1881, 1880, 1882, 1883, 1884]	[-1, 0, 1, 2, 3]	5	11.641101837158203	-0.27783805131912231
BGC0000405	NRP	NRP	False	False	"[""BGC0000405_-1"", ""BGC0000405_0"", ""BGC0000405_1"", ""BGC0000405_2"", ""BGC0000405_3""]"	[1886, 1885, 1887, 1888, 1889]	[-1, 0, 1, 2, 3]	5	11.637044906616211	-0.18169678747653961
BGC0000406	NRP	NRP	False	False	"[""BGC0000406_-1"", ""BGC0000406_0"", ""BGC0000406_1"", ""BGC0000406_2"", ""BGC0000406_3""]"	[1891, 1890, 1892, 1893, 1894]	[-1, 0, 1, 2, 3]	5	14.190952301025391	-1.1491352319717407
BGC0000407	NRP	NRP	False	False	"[""BGC0000407_-1"", ""BGC0000407_0"", ""BGC0000407_1"", ""BGC0000407_2"", ""BGC0000407_3""]"	[1896, 1895, 1897, 1898, 1899]	[-1, 0, 1, 2, 3]	5	13.256828308105469	-0.53434574604034424
BGC0000408	NRP	NRP	False	False	"[""BGC0000408_-1"", ""BGC0000408_0"", ""BGC0000408_1"", ""BGC0000408_2"", ""BGC0000408_3""]"	[1901, 1900, 1902, 1903, 1904]	[-1, 0, 1, 2, 3]	5	13.4593505859375	-0.64275258779525757
BGC0000409	NRP	NRP	False	False	"[""BGC0000409_-1"", ""BGC0000409_0"", ""BGC0000409_1"", ""BGC0000409_2"", ""BGC0000409_3""]"	[1906, 1905, 1907, 1908, 1909]	[-1, 0, 1, 2, 3]	5	12.06146240234375	-0.47633132338523865
BGC0000410	NRP	NRP	False	False	"[""BGC0000410_-1"", ""BGC0000410_0"", ""BGC0000410_1"", ""BGC0000410_2"", ""BGC0000410_3""]"	[1911, 1910, 1912, 1913, 1914]	[-1, 0, 1, 2, 3]	5	12.862069129943848	-0.52933365106582642
BGC0000411	NRP	NRP	False	False	"[""BGC0000411_-1"", ""BGC0000411_0"", ""BGC0000411_1"", ""BGC0000411_2"", ""BGC0000411_3""]"	[1916, 1915, 1917, 1918, 1919]	[-1, 0, 1, 2, 3]	5	13.790041923522949	-0.35892534255981445
